epoch,loss,lr-Adam,r2,rmse,step
,,0.001,,,0
0,2.2065604189997003e+26,,-inf,inf,4
0,5.978539500450611e+17,,-5.992995005890815e+32,2.28823309354428e+18,9
0,112254443520.0,,-5.264598453037983e+19,446946967552.0,14
0,8595039.0,,-130396200960.0,33762028.0,19
0,29632344064.0,,-8.452846795054121e+17,80897187840.0,24
0,753111662592.0,,-8.67684614832453e+20,2513703796736.0,29
0,3.501947934392986e+29,,-inf,inf,34
