epoch,loss,lr-Adam,r2,rmse,step,val_r2,val_rmse
,,0.001,,,0,,
0,110.31165313720703,,-2.175163984298706,133.30801391601562,4,,
0,112.65829467773438,,-0.9448295831680298,159.6790008544922,9,,
0,160.02748107910156,,-2.6819260120391846,187.97706604003906,14,,
0,113.43980407714844,,-1.1564037799835205,149.60089111328125,19,,
0,63.702476501464844,,0.039558470249176025,95.9156494140625,24,,
0,45.71564865112305,,0.06698298454284668,52.969810485839844,29,,
0,79.82039642333984,,-0.07033288478851318,107.587890625,34,,
0,76.36090087890625,,0.008303284645080566,105.1476821899414,39,,
0,47.941749572753906,,-0.10198068618774414,72.78636932373047,44,,
0,46.36251449584961,,0.2663465738296509,76.75753784179688,49,,
0,123.63639831542969,,-0.4281572103500366,170.9886016845703,54,,
0,77.2821044921875,,-0.38543879985809326,100.162353515625,59,,
0,70.62427520751953,,-0.18207073211669922,99.10352325439453,64,,
0,76.46630859375,,-0.08842790126800537,100.36663055419922,69,,
0,40.11713409423828,,0.3461781144142151,47.029232025146484,74,,
0,62.59019088745117,,-0.25152289867401123,80.0855712890625,79,,
0,70.85225677490234,,0.07322853803634644,99.89588165283203,84,,
0,62.925926208496094,,-0.3575115203857422,76.25984191894531,89,,
0,59.86427307128906,,0.2344622015953064,88.65280151367188,94,,
0,69.8080825805664,,-0.049518465995788574,105.33981323242188,99,,
0,83.28743743896484,,-0.4427502155303955,125.24454498291016,104,,
0,73.84049987792969,,-0.1390526294708252,118.1275405883789,109,,
0,94.98460388183594,,-0.4659310579299927,132.25527954101562,114,,
0,67.13443756103516,,-0.11932945251464844,109.2602767944336,119,,
0,55.296417236328125,,0.19351226091384888,76.012451171875,124,,
0,89.12449645996094,,-0.42505979537963867,136.87576293945312,129,,
0,68.70699310302734,,0.04739004373550415,94.07418060302734,134,,
0,69.27813720703125,,-0.23015522956848145,98.96016693115234,139,,
0,62.46356964111328,,-0.1859191656112671,102.50529479980469,144,,
0,88.39720916748047,,-0.3904920816421509,124.95999145507812,149,,
0,90.61198425292969,,-0.8441154956817627,124.80389404296875,154,,
0,74.38714599609375,,-0.46141529083251953,104.87943267822266,159,,
0,76.41860961914062,,-0.09540331363677979,108.86332702636719,164,,
0,47.520137786865234,,0.04996514320373535,63.36808776855469,169,,
0,58.06460189819336,,0.2517382502555847,91.41915130615234,174,,
0,87.16417694091797,,-0.25700700283050537,113.00363159179688,179,,
0,,,,,180,-0.0029191167559474707,90.07366943359375
