epoch,lr-Adam,mae,r2,rmse,step,test_mae/dataloader_idx_0,test_mae/dataloader_idx_1,test_mae/dataloader_idx_2,test_r2/dataloader_idx_0,test_r2/dataloader_idx_1,test_r2/dataloader_idx_2,val_mae,val_r2,val_rmse
12,,45.01387405395508,0.5422998666763306,56.27861404418945,939,,,,,,,,,
12,,48.30169677734375,0.13340532779693604,67.24555206298828,959,,,,,,,,,
12,,28.643932342529297,0.6074008941650391,38.03508758544922,979,,,,,,,,,
12,,36.84342575073242,0.21586740016937256,53.75025939941406,999,,,,,,,,,
12,,,,,1013,,,,,,,37.65748977661133,-0.21737992763519287,46.774288177490234
,0.0005133420832795047,,,,1014,,,,,,,,,
13,,34.73162078857422,0.5172118544578552,49.494876861572266,1019,,,,,,,,,
13,,40.28981018066406,0.42462158203125,59.83298110961914,1039,,,,,,,,,
13,,34.51083755493164,0.4598485231399536,46.12559127807617,1059,,,,,,,,,
13,,39.09212112426758,-0.27590811252593994,50.416236877441406,1079,,,,,,,,,
13,,,,,1091,,,,,,,36.89191818237305,-0.18720930814743042,46.05927276611328
,0.00048767497911552944,,,,1092,,,,,,,,,
14,,43.78947448730469,0.0736011266708374,57.149444580078125,1099,,,,,,,,,
14,,43.205810546875,0.15393036603927612,59.09827423095703,1119,,,,,,,,,
14,,33.39643096923828,0.5998404026031494,44.737857818603516,1139,,,,,,,,,
14,,43.06706619262695,-0.09372460842132568,57.42607498168945,1159,,,,,,,,,
14,,,,,1169,,,,,,,36.77214813232422,-0.2098272293806076,46.05370330810547
,0.00046329123015975297,,,,1170,,,,,,,,,
15,,54.45325469970703,0.15380829572677612,72.58514404296875,1179,,,,,,,,,
15,,35.2740364074707,0.4334450960159302,46.746253967285156,1199,,,,,,,,,
15,,28.230619430541992,0.6394739747047424,42.049652099609375,1219,,,,,,,,,
15,,47.701717376708984,-0.00785982608795166,66.24993133544922,1239,,,,,,,,,
15,,,,,1247,,,,,,,41.0030403137207,-0.4677577316761017,50.63501739501953
,0.0004401266686517653,,,,1248,,,,,,,,,
16,,35.34097671508789,0.6178467273712158,44.35041427612305,1259,,,,,,,,,
16,,30.109689712524414,0.6408406496047974,38.81969451904297,1279,,,,,,,,,
16,,39.159400939941406,0.25735217332839966,48.04085922241211,1299,,,,,,,,,
16,,52.770484924316406,0.31694090366363525,67.3641128540039,1319,,,,,,,,,
16,,,,,1325,,,,,,,37.73125076293945,-0.23308774828910828,47.111637115478516
,0.00041812033521917703,,,,1326,,,,,,,,,
17,,44.72665023803711,0.1822655200958252,63.047607421875,1339,,,,,,,,,
17,,40.931941986083984,0.29995059967041016,51.769569396972656,1359,,,,,,,,,
17,,39.85989761352539,0.5788196325302124,50.3724365234375,1379,,,,,,,,,
17,,49.668521881103516,0.1960986852645874,62.59246063232422,1399,,,,,,,,,
17,,,,,1403,,,,,,,36.13077926635742,-0.099443219602108,45.016361236572266
,0.00039721431845821814,,,,1404,,,,,,,,,
18,,32.280487060546875,0.40696364641189575,40.33201599121094,1419,,,,,,,,,
18,,41.94841766357422,0.34429776668548584,51.98904037475586,1439,,,,,,,,,
18,,39.17295455932617,0.43077290058135986,54.02345657348633,1459,,,,,,,,,
18,,41.013099670410156,0.27722692489624023,59.444461822509766,1479,,,,,,,,,
18,,,,,1481,,,,,,,37.96434783935547,-0.26457589864730835,46.88557434082031
,0.0003773536025353072,,,,1482,,,,,,,,,
19,,37.01495361328125,0.3508755564689636,42.09758758544922,1499,,,,,,,,,
19,,24.613208770751953,0.7408837080001831,30.405282974243164,1519,,,,,,,,,
19,,34.34253692626953,0.4849494695663452,49.99412155151367,1539,,,,,,,,,
19,,33.06344223022461,0.384810209274292,47.1146125793457,1559,,,,,,,,,
19,,,,,1559,,,,,,,35.581016540527344,-0.12471311539411545,44.59865188598633
,0.0003584859224085418,,,,1560,,,,,,,,,
20,,32.03907775878906,0.468546986579895,42.00390625,1579,,,,,,,,,
20,,48.06245040893555,0.15903788805007935,65.02511596679688,1599,,,,,,,,,
20,,41.26943588256836,0.2812599539756775,57.69043731689453,1619,,,,,,,,,
20,,,,,1637,,,,,,,35.12351608276367,-0.15352827310562134,43.995975494384766
,0.0003405616262881147,,,,1638,,,,,,,,,
21,,47.34986877441406,0.33350372314453125,60.92845916748047,1639,,,,,,,,,
21,,35.35648727416992,0.41195744276046753,45.009700775146484,1659,,,,,,,,,
21,,39.532203674316406,0.2890635132789612,58.73514938354492,1679,,,,,,,,,
21,,40.57386779785156,0.37162524461746216,58.868412017822266,1699,,,,,,,,,
21,,,,,1715,,,,,,,38.01426696777344,-0.25999560952186584,46.85454559326172
,0.00032353354497370894,,,,1716,,,,,,,,,
22,,37.4299430847168,0.569355845451355,47.228187561035156,1719,,,,,,,,,
22,,43.71514892578125,0.29500657320022583,56.17432403564453,1739,,,,,,,,,
22,,40.233741760253906,0.3962339162826538,51.64502716064453,1759,,,,,,,,,
22,,48.608375549316406,-0.020159006118774414,72.49946594238281,1779,,,,,,,,,
22,,,,,1793,,,,,,,38.11259841918945,-0.32889723777770996,47.71182632446289
,0.00030735686772502346,,,,1794,,,,,,,,,
23,,41.3409423828125,0.415787935256958,50.964996337890625,1799,,,,,,,,,
23,,34.169677734375,0.5154986381530762,44.82887268066406,1819,,,,,,,,,
23,,41.38275146484375,0.49887794256210327,51.308990478515625,1839,,,,,,,,,
23,,34.25616455078125,0.3731376528739929,50.413246154785156,1859,,,,,,,,,
23,,,,,1871,,,,,,,35.85902404785156,-0.17321260273456573,44.740020751953125
,0.00029198902433877225,,,,1872,,,,,,,,,
24,,40.78971481323242,0.1908050775527954,57.70947265625,1879,,,,,,,,,
24,,40.92028045654297,0.4803348779678345,50.88883590698242,1899,,,,,,,,,
24,,33.98529052734375,0.4729931950569153,49.619503021240234,1919,,,,,,,,,
24,,39.87008285522461,0.35482823848724365,52.892642974853516,1939,,,,,,,,,
24,,,,,1949,,,,,,,35.640811920166016,-0.22760120034217834,44.85464859008789
,0.00027738957312183364,,,,1950,,,,,,,,,
25,,30.03277015686035,0.5619966387748718,39.710121154785156,1959,,,,,,,,,
25,,36.725685119628906,0.13488179445266724,52.62623977661133,1979,,,,,,,,,
25,,37.215354919433594,0.3852223753929138,48.20400619506836,1999,,,,,,,,,
25,,36.308467864990234,0.30088895559310913,52.35588073730469,2019,,,,,,,,,
25,,,,,2027,,,,,,,36.3873405456543,-0.2410670667886734,45.37236404418945
,0.0002635200944657419,,,,2028,,,,,,,,,
26,,44.745418548583984,0.03627932071685791,65.25074768066406,2039,,,,,,,,,
26,,38.0609016418457,0.4646233916282654,46.64353942871094,2059,,,,,,,,,
26,,37.90346908569336,0.22312527894973755,48.65052032470703,2079,,,,,,,,,
26,,35.385169982910156,0.38298553228378296,43.226661682128906,2099,,,,,,,,,
26,,,,,2105,,,,,,,35.89794158935547,-0.16698406636714935,44.671329498291016
,0.0002503440897424548,,,,2106,,,,,,,,,
27,,48.68543243408203,0.23727232217788696,65.71014404296875,2119,,,,,,,,,
27,,50.78377151489258,0.09866076707839966,65.92749786376953,2139,,,,,,,,,
27,,30.413440704345703,0.5768437385559082,46.16946029663086,2159,,,,,,,,,
27,,39.68856430053711,0.46737140417099,53.31325149536133,2179,,,,,,,,,
27,,,,,2183,,,,,,,35.90253448486328,-0.1754613071680069,45.02109909057617
,0.00023782688525533205,,,,2184,,,,,,,,,
28,,33.305152893066406,0.5493838787078857,38.6323127746582,2199,,,,,,,,,
28,,34.50992202758789,0.5073632597923279,43.89667892456055,2219,,,,,,,,,
28,,34.36710739135742,0.40364378690719604,47.580322265625,2239,,,,,,,,,
28,,31.794513702392578,0.6466500759124756,37.68684387207031,2259,,,,,,,,,
28,,,,,2261,,,,,,,36.36650848388672,-0.16937974095344543,45.713138580322266
,0.00022593554099256544,,,,2262,,,,,,,,,
29,,39.247581481933594,0.34460312128067017,52.733890533447266,2279,,,,,,,,,
29,,36.08755874633789,0.434431254863739,49.92976760864258,2299,,,,,,,,,
29,,28.080652236938477,0.6238939762115479,38.46853256225586,2319,,,,,,,,,
29,,36.37347412109375,0.5108089447021484,51.466651916503906,2339,,,,,,,,,
29,,,,,2339,,,,,,,36.016754150390625,-0.19721966981887817,44.85367965698242
,0.00021463876394293716,,,,2340,,,,,,,,,
30,,24.757442474365234,0.6664667129516602,39.975135803222656,2359,,,,,,,,,
30,,29.961782455444336,0.6765806078910828,36.832237243652344,2379,,,,,,,,,
30,,32.3004264831543,0.5837011337280273,43.43163299560547,2399,,,,,,,,,
30,,,,,2417,,,,,,,36.3520622253418,-0.2194897085428238,45.57505798339844
,0.0002039068257457903,,,,2418,,,,,,,,,
31,,46.460960388183594,0.26710349321365356,54.848880767822266,2419,,,,,,,,,
31,,40.01473617553711,0.47660303115844727,48.55378341674805,2439,,,,,,,,,
31,,28.94386100769043,0.6302387714385986,36.984859466552734,2459,,,,,,,,,
31,,34.23894500732422,0.5330865383148193,44.817466735839844,2479,,,,,,,,,
31,,,,,2495,,,,,,,36.62232208251953,-0.2579447627067566,45.650272369384766
,0.00019371148445850077,,,,2496,,,,,,,,,
32,,46.55291748046875,0.2515246272087097,66.95514678955078,2499,,,,,,,,,
32,,30.74368667602539,0.43955105543136597,42.548133850097656,2519,,,,,,,,,
32,,37.61781311035156,0.517419695854187,46.71279525756836,2539,,,,,,,,,
32,,44.39234161376953,0.25786101818084717,57.15116882324219,2559,,,,,,,,,
32,,,,,2573,,,,,,,35.92947769165039,-0.17398115992546082,44.44264602661133
,0.00018402591023557573,,,,2574,,,,,,,,,
33,,39.56544876098633,0.31500303745269775,51.4890251159668,2579,,,,,,,,,
33,,33.57720184326172,0.14823055267333984,52.86558532714844,2599,,,,,,,,,
33,,40.150550842285156,0.22511208057403564,60.68760681152344,2619,,,,,,,,,
33,,27.989295959472656,0.678913414478302,38.31134033203125,2639,,,,,,,,,
33,,,,,2651,,,,,,,35.454742431640625,-0.17473846673965454,44.11278533935547
,0.00017482461472379692,,,,2652,,,,,,,,,
34,,31.359691619873047,0.5978230237960815,38.99732208251953,2659,,,,,,,,,
34,,35.227020263671875,0.6921319961547852,42.07295227050781,2679,,,,,,,,,
34,,35.06622314453125,0.3831973671913147,41.741790771484375,2699,,,,,,,,,
34,,32.728981018066406,0.618259847164154,42.211856842041016,2719,,,,,,,,,
34,,,,,2729,,,,,,,35.301918029785156,-0.20446565747261047,44.125667572021484
,0.00016608338398760707,,,,2730,,,,,,,,,
35,,29.326642990112305,0.6303321719169617,37.3403434753418,2739,,,,,,,,,
35,,35.20534133911133,0.533004879951477,45.60691452026367,2759,,,,,,,,,
35,,39.17915344238281,0.4047262668609619,47.65217590332031,2779,,,,,,,,,
35,,43.107810974121094,0.4554922580718994,61.02978515625,2799,,,,,,,,,
35,,,,,2807,,,,,,,35.18925094604492,-0.2002294808626175,43.77145004272461
,0.0001577792147882267,,,,2808,,,,,,,,,
36,,35.91837692260742,0.3736327886581421,48.95005416870117,2819,,,,,,,,,
36,,32.794307708740234,0.43482738733291626,48.447792053222656,2839,,,,,,,,,
36,,39.52511215209961,0.4690510034561157,50.48472595214844,2859,,,,,,,,,
36,,37.42665100097656,0.5158201456069946,47.46792221069336,2879,,,,,,,,,
36,,,,,2885,,,,,,,36.9901123046875,-0.2878340780735016,46.454132080078125
,0.00014989025404881537,,,,2886,,,,,,,,,
37,,44.654266357421875,0.39025336503982544,56.61503601074219,2899,,,,,,,,,
37,,34.590667724609375,0.3649435043334961,44.79509735107422,2919,,,,,,,,,
37,,47.9960823059082,0.39102470874786377,60.998138427734375,2939,,,,,,,,,
37,,42.91090393066406,0.36144405603408813,62.739593505859375,2959,,,,,,,,,
37,,,,,2963,,,,,,,36.82698440551758,-0.21758608520030975,45.54986572265625
,0.00014239574134637458,,,,2964,,,,,,,,,
38,,30.740997314453125,0.619107186794281,40.30940246582031,2979,,,,,,,,,
38,,22.443668365478516,0.6227472424507141,35.20101547241211,2999,,,,,,,,,
38,,37.28559875488281,0.38167864084243774,55.655433654785156,3019,,,,,,,,,
38,,43.128360748291016,0.11218756437301636,63.04387283325195,3039,,,,,,,,,
38,,,,,3041,,,,,,,35.00969314575195,-0.1719721406698227,43.39173126220703
,0.00013527595427905584,,,,3042,,,,,,,,,
39,,23.11966896057129,0.755321204662323,28.172040939331055,3059,,,,,,,,,
39,,26.430532455444336,0.6445041298866272,30.95379066467285,3079,,,,,,,,,
39,,34.38225173950195,0.565757155418396,38.98353958129883,3099,,,,,,,,,
39,,29.973922729492188,0.38138365745544434,44.703975677490234,3119,,,,,,,,,
39,,,,,3119,,,,,,,35.003662109375,-0.1678321659564972,43.50862121582031
,0.00012851215656510304,,,,3120,,,,,,,,,
40,,33.29198455810547,0.5572080016136169,46.810707092285156,3139,,,,,,,,,
40,,36.259342193603516,0.31526321172714233,50.8170166015625,3159,,,,,,,,,
40,,32.77474594116211,0.2518039345741272,42.26755142211914,3179,,,,,,,,,
40,,,,,3197,,,,,,,35.5545768737793,-0.17992037534713745,44.28019714355469
,0.00012208654873684788,,,,3198,,,,,,,,,
41,,34.172237396240234,0.6403471231460571,42.00885772705078,3199,,,,,,,,,
41,,37.24541091918945,0.16591501235961914,46.643943786621094,3219,,,,,,,,,
41,,31.2854061126709,0.13507741689682007,48.63938522338867,3239,,,,,,,,,
41,,37.192718505859375,0.48096442222595215,50.696109771728516,3259,,,,,,,,,
41,,,,,3275,,,,,,,34.98942565917969,-0.162058487534523,43.63175582885742
,0.00011598222130000548,,,,3276,,,,,,,,,
42,,39.02790451049805,0.22532767057418823,59.79331588745117,3279,,,,,,,,,
42,,35.20123291015625,0.3632572293281555,49.136165618896484,3299,,,,,,,,,
42,,33.76580810546875,0.5343972444534302,43.96099090576172,3319,,,,,,,,,
42,,34.929168701171875,0.6033147573471069,46.710506439208984,3339,,,,,,,,,
42,,,,,3353,,,,,,,35.98855209350586,-0.2161610871553421,44.883052825927734
,0.00011018311023500519,,,,3354,,,,,,,,,
43,,36.80818557739258,0.5818500518798828,44.63357162475586,3359,,,,,,,,,
43,,33.20401382446289,0.6126925349235535,39.93582534790039,3379,,,,,,,,,
43,,44.171356201171875,0.31859201192855835,57.998538970947266,3399,,,,,,,,,
43,,33.165164947509766,0.4421025514602661,42.94120407104492,3419,,,,,,,,,
43,,,,,3431,,,,,,,34.94594955444336,-0.18274365365505219,43.78435516357422
,0.00010467395472325493,,,,3432,,,,,,,,,
44,,33.05185317993164,0.45254814624786377,45.761924743652344,3439,,,,,,,,,
44,,27.817907333374023,0.6638474464416504,38.87410354614258,3459,,,,,,,,,
44,,27.209426879882812,0.5323861837387085,35.99905014038086,3479,,,,,,,,,
44,,32.84320831298828,0.41497838497161865,52.3420524597168,3499,,,,,,,,,
44,,,,,3509,,,,,,,35.8836555480957,-0.18732550740242004,44.773719787597656
,9.944025698709218e-05,,,,3510,,,,,,,,,
45,,34.1501350402832,0.6155567169189453,42.3810920715332,3519,,,,,,,,,
45,,30.545364379882812,0.5411457419395447,46.14325714111328,3539,,,,,,,,,
45,,40.86545181274414,0.36908191442489624,57.940948486328125,3559,,,,,,,,,
45,,30.004167556762695,0.6848287582397461,36.301998138427734,3579,,,,,,,,,
45,,,,,3587,,,,,,,34.92063903808594,-0.15668834745883942,43.62126541137695
,9.446824413773756e-05,,,,3588,,,,,,,,,
46,,30.83793067932129,0.448089063167572,38.61705017089844,3599,,,,,,,,,
46,,39.565528869628906,0.30444949865341187,49.93376922607422,3619,,,,,,,,,
46,,36.342227935791016,0.26544189453125,57.208038330078125,3639,,,,,,,,,
46,,32.66199493408203,0.4534637928009033,42.66603469848633,3659,,,,,,,,,
46,,,,,3665,,,,,,,35.62513732910156,-0.17941410839557648,44.5041389465332
,8.974483193085068e-05,,,,3666,,,,,,,,,
47,,31.299440383911133,0.6319326162338257,40.00651168823242,3679,,,,,,,,,
47,,44.59942626953125,-0.012680649757385254,63.0800895690918,3699,,,,,,,,,
47,,37.7012825012207,0.6321548223495483,43.947662353515625,3719,,,,,,,,,
47,,28.456188201904297,0.5972059965133667,36.86811447143555,3739,,,,,,,,,
47,,,,,3743,,,,,,,36.56644058227539,-0.21092723309993744,45.86048889160156
,8.525759033430814e-05,,,,3744,,,,,,,,,
48,,35.052223205566406,0.3877491354942322,47.5953369140625,3759,,,,,,,,,
48,,50.25131607055664,-0.21757328510284424,70.18692016601562,3779,,,,,,,,,
48,,41.783729553222656,0.05615222454071045,59.85968017578125,3799,,,,,,,,,
48,,35.83061981201172,0.6159901022911072,46.81919479370117,3819,,,,,,,,,
48,,,,,3821,,,,,,,35.176414489746094,-0.16419930756092072,43.65721130371094
,8.099471081759274e-05,,,,3822,,,,,,,,,
49,,36.67875671386719,0.358237087726593,52.783721923828125,3839,,,,,,,,,
49,,32.914825439453125,0.6559920310974121,44.40473937988281,3859,,,,,,,,,
49,,33.71086883544922,0.5665229558944702,43.408782958984375,3879,,,,,,,,,
49,,34.90489959716797,0.46599459648132324,45.61717224121094,3899,,,,,,,,,
49,,,,,3899,,,,,,,36.248661041259766,-0.1933308094739914,45.41875457763672
,7.69449752767131e-05,,,,3900,,,,,,,,,
50,,26.42474365234375,0.7813016176223755,32.82933807373047,3919,,,,,,,,,
50,,32.523685455322266,0.4155987501144409,45.67025375366211,3939,,,,,,,,,
50,,34.94478988647461,0.3661159873008728,49.43888473510742,3959,,,,,,,,,
50,,,,,3977,,,,,,,35.24177932739258,-0.14855360984802246,43.84545135498047
,7.309772651287744e-05,,,,3978,,,,,,,,,
51,,41.720523834228516,-0.21879661083221436,59.09234619140625,3979,,,,,,,,,
51,,37.47734069824219,0.4816831350326538,51.71800994873047,3999,,,,,,,,,
51,,32.81190490722656,0.5548678636550903,42.47631072998047,4019,,,,,,,,,
51,,49.13501739501953,0.26392263174057007,57.310237884521484,4039,,,,,,,,,
51,,,,,4041,28.758834838867188,35.62700653076172,28.753408432006836,0.5904054045677185,-0.18729519844055176,-43.22597885131836,,,
