epoch,lr-Adam,mae,r2,rmse,step,test_mae,val_mae,val_r2,val_rmse
,0.001,,,,0,,,,
0,,57.7236328125,-0.5453300476074219,71.3452377319336,19,,,,
0,,41.06352233886719,0.2827187180519104,48.552974700927734,39,,,,
0,,46.110694885253906,-0.06588983535766602,69.5604476928711,59,,,,
0,,,,,75,,43.845252990722656,0.054256778210401535,55.58206558227539
,0.00098,,,,76,,,,
1,,56.2371826171875,-0.16941523551940918,73.08441162109375,79,,,,
1,,51.12571334838867,-0.06268620491027832,65.13567352294922,99,,,,
1,,46.85369873046875,-0.006527900695800781,60.44140625,119,,,,
1,,47.79441452026367,0.21641302108764648,60.311370849609375,139,,,,
1,,,,,151,,39.251487731933594,0.23538833856582642,48.50571823120117
,0.0009603999999999999,,,,152,,,,
2,,52.02320861816406,0.38690537214279175,62.53111267089844,159,,,,
2,,49.857017517089844,0.18160849809646606,65.73160552978516,179,,,,
2,,41.2143440246582,0.09619259834289551,49.65403747558594,199,,,,
2,,32.495540618896484,0.4571574926376343,48.28395080566406,219,,,,
2,,,,,227,,36.49960708618164,0.29095908999443054,47.20178985595703
,0.0009411919999999999,,,,228,,,,
3,,35.44898986816406,0.3785540461540222,44.73453903198242,239,,,,
3,,41.04741668701172,0.20584088563919067,56.616695404052734,259,,,,
3,,41.04316711425781,0.16313356161117554,53.72499465942383,279,,,,
3,,46.703330993652344,0.17625969648361206,60.89957809448242,299,,,,
3,,,,,303,,37.07809066772461,0.2632637619972229,46.98731994628906
,0.0009223681599999998,,,,304,,,,
4,,44.63904571533203,0.4940042495727539,51.30773162841797,319,,,,
4,,43.796688079833984,0.3967021703720093,53.85002136230469,339,,,,
4,,41.986854553222656,-0.11058032512664795,60.362003326416016,359,,,,
4,,37.49155044555664,0.2144303321838379,46.183082580566406,379,,,,
4,,,,,379,,37.207393646240234,0.24712145328521729,47.60483932495117
,0.0009039207967999998,,,,380,,,,
5,,48.54884719848633,0.14268988370895386,63.51974868774414,399,,,,
5,,34.63490295410156,0.4046228528022766,46.97141647338867,419,,,,
5,,54.13215255737305,0.08797115087509155,70.47008514404297,439,,,,
5,,,,,455,,35.02874755859375,0.36043187975883484,44.92911911010742
,0.0008858423808639998,,,,456,,,,
