epoch,lr-Adam,step,test_mae/dataloader_idx_0,test_mae/dataloader_idx_1,test_r2/dataloader_idx_0,test_r2/dataloader_idx_1
,0.001,0,,,,
0,,5,97.12580108642578,91.05680847167969,-6.0331549644470215,-386.2059326171875
