epoch,lr-Adam,mae,r2,rmse,step,test_mae,val_mae,val_r2,val_rmse
,0.005,,,,0,,,,
0,,51.57986831665039,-0.24684202671051025,63.71781539916992,19,,,,
0,,40.21510314941406,0.21589356660842896,50.79609298706055,39,,,,
0,,64.91121673583984,-0.2127997875213623,79.02084350585938,59,,,,
0,,,,,75,,44.647090911865234,-0.12176591902971268,55.674564361572266
,0.005,,,,76,,,,
1,,60.30322265625,0.018006563186645508,72.8968505859375,79,,,,
1,,71.06925964355469,-0.7200785875320435,88.86540222167969,99,,,,
1,,60.28865051269531,0.06183445453643799,72.74602508544922,119,,,,
1,,43.90467071533203,0.3854932188987732,55.05499267578125,139,,,,
1,,,,,151,,38.74192810058594,0.2689944803714752,47.98554229736328
,0.005,,,,152,,,,
2,,56.16954040527344,0.05040174722671509,66.14897918701172,159,,,,
2,,47.238311767578125,0.11560827493667603,65.99715423583984,179,,,,
2,,50.47862243652344,0.07960700988769531,62.5599365234375,199,,,,
2,,48.91755676269531,0.24820846319198608,65.87147521972656,219,,,,
2,,,,,227,,40.40577697753906,0.13006138801574707,50.053199768066406
,0.005,,,,228,,,,
3,,45.547027587890625,0.3555171489715576,56.99679183959961,239,,,,
3,,41.60441207885742,0.43785321712493896,49.10649871826172,259,,,,
3,,31.173492431640625,0.49059587717056274,42.318172454833984,279,,,,
3,,40.806129455566406,0.2710462808609009,51.135986328125,299,,,,
3,,,,,303,,47.75102615356445,-0.27050158381462097,59.32978439331055
,0.005,,,,304,,,,
4,,35.78397750854492,0.25609123706817627,48.628684997558594,319,,,,
4,,43.49655532836914,0.25630873441696167,55.79191207885742,339,,,,
4,,56.27824783325195,-0.030040740966796875,72.65948486328125,359,,,,
4,,37.886817932128906,0.08623427152633667,49.1971321105957,379,,,,
4,,,,,379,,37.92201614379883,0.28735288977622986,46.84791564941406
,0.005,,,,380,,,,
5,,44.303768157958984,0.19111543893814087,56.14434814453125,399,,,,
5,,47.96612548828125,0.28596585988998413,61.51367950439453,419,,,,
5,,35.486541748046875,0.2619249224662781,50.37413787841797,439,,,,
5,,,,,455,,58.67315673828125,-0.8351709842681885,72.12901306152344
,0.005,,,,456,,,,
6,,44.85694122314453,0.3781801462173462,55.46192169189453,459,,,,
6,,42.739830017089844,0.44158607721328735,50.274017333984375,479,,,,
6,,25.582704544067383,0.5053150653839111,35.22323989868164,499,,,,
6,,36.082763671875,0.53916335105896,45.0936164855957,519,,,,
6,,,,,531,,43.627723693847656,-0.043426450341939926,54.52218246459961
,0.005,,,,532,,,,
7,,39.37028121948242,0.23834186792373657,53.693180084228516,539,,,,
7,,30.353731155395508,0.5061827301979065,39.48627853393555,559,,,,
7,,40.64286804199219,0.4627476930618286,50.548622131347656,579,,,,
7,,38.45233154296875,0.2433403730392456,53.131168365478516,599,,,,
7,,,,,607,,40.937828063964844,0.08553311228752136,51.65403747558594
,0.005,,,,608,,,,
8,,36.54010009765625,0.29242873191833496,48.331016540527344,619,,,,
8,,41.64707565307617,0.27869653701782227,53.251853942871094,639,,,,
8,,44.66786193847656,0.32210785150527954,55.21043014526367,659,,,,
8,,44.72988510131836,0.3294048309326172,53.48460388183594,679,,,,
8,,,,,683,,41.36575698852539,0.0702788382768631,51.66592788696289
,0.005,,,,684,,,,
9,,36.78449249267578,0.26313865184783936,44.01003646850586,699,,,,
9,,52.60729217529297,0.0033127665519714355,66.80340576171875,719,,,,
9,,50.99374008178711,0.22338086366653442,65.0036392211914,739,,,,
9,,43.204750061035156,0.0011173486709594727,54.648216247558594,759,,,,
9,,,,,759,,37.227195739746094,0.25631463527679443,47.26031494140625
,0.005,,,,760,,,,
10,,50.82961654663086,0.07942789793014526,67.13255310058594,779,,,,
10,,40.44500732421875,0.27380651235580444,50.01783752441406,799,,,,
10,,39.42508316040039,0.4681740999221802,48.52692794799805,819,,,,
10,,,,,835,,53.05854034423828,-0.4714890420436859,64.85892486572266
,0.005,,,,836,,,,
11,,38.09711837768555,0.5048547983169556,46.82746887207031,839,,,,
11,,37.11359405517578,0.14598119258880615,50.42513656616211,859,,,,
11,,42.076602935791016,0.15271174907684326,54.34663391113281,879,,,,
11,,37.58274841308594,0.4693981409072876,45.39459228515625,899,,,,
11,,,,,911,,37.79706573486328,0.2544330954551697,47.491432189941406
,0.005,,,,912,,,,
12,,42.58851623535156,0.49038273096084595,52.406227111816406,919,,,,
12,,44.27570343017578,0.23465949296951294,60.97983932495117,939,,,,
12,,35.593353271484375,0.21447736024856567,45.62819290161133,959,,,,
12,,47.069576263427734,0.18795567750930786,59.447879791259766,979,,,,
12,,,,,987,,43.58103942871094,-0.0715063065290451,55.75505828857422
,0.005,,,,988,,,,
13,,47.56083679199219,0.2327987551689148,59.77513885498047,999,,,,
13,,42.79058837890625,0.14358460903167725,54.575164794921875,1019,,,,
13,,38.65754318237305,0.2674875855445862,54.797386169433594,1039,,,,
13,,35.13676834106445,-0.010209798812866211,47.83770751953125,1059,,,,
13,,,,,1063,,50.75642395019531,-0.283602237701416,61.46281433105469
,0.005,,,,1064,,,,
14,,27.57998275756836,0.4427737593650818,36.41313552856445,1079,,,,
14,,33.75598907470703,0.5620279312133789,42.84600067138672,1099,,,,
14,,37.83430862426758,0.3472086787223816,55.00163269042969,1119,,,,
14,,44.64610290527344,0.017998039722442627,59.79756546020508,1139,,,,
14,,,,,1139,,40.41322326660156,0.05502096936106682,52.23693084716797
15,,,,,1140,40.41322326660156,,,
