epoch,lr-Adam,mae,r2,rmse,step,val_mae,val_r2,val_rmse
,0.003,,,,0,,,
0,,67.1353530883789,-0.12360072135925293,82.2759780883789,19,,,
0,,92.91290283203125,-0.3369255065917969,136.43739318847656,39,,,
0,,89.85375213623047,-0.5538175106048584,118.82816314697266,59,,,
0,,65.02853393554688,-0.21710741519927979,86.2819595336914,79,,,
0,,63.364261627197266,-0.1860966682434082,76.97405242919922,99,,,
0,,67.47423553466797,-0.2349567413330078,91.15093994140625,119,,,
0,,84.57189178466797,-0.40822768211364746,129.70018005371094,139,,,
0,,45.89767837524414,0.045935988426208496,76.2166748046875,159,,,
0,,52.02811813354492,0.12570619583129883,68.53755187988281,179,,,
0,,,,,183,70.86707305908203,-0.11129485070705414,99.95905303955078
,0.00294,,,,184,,,
1,,86.91353607177734,-0.41050946712493896,127.29048156738281,199,,,
1,,104.10709381103516,-0.2573429346084595,133.6025848388672,219,,,
1,,90.6483154296875,-0.19103050231933594,134.41171264648438,239,,,
1,,51.05754089355469,0.12163889408111572,65.61434936523438,259,,,
1,,75.61866760253906,-0.24432694911956787,105.95317077636719,279,,,
1,,86.39798736572266,-0.19001305103302002,125.02291107177734,299,,,
1,,33.41835021972656,0.5254839658737183,39.38405990600586,319,,,
1,,102.59899139404297,-0.7609125375747681,131.6749267578125,339,,,
1,,66.64849090576172,-0.2360224723815918,89.06993103027344,359,,,
1,,,,,367,72.88155364990234,-0.04763917624950409,97.55856323242188
,0.0028812,,,,368,,,
2,,82.7077407836914,-0.2592349052429199,122.89713287353516,379,,,
2,,78.35662078857422,-0.32218432426452637,114.27119445800781,399,,,
2,,62.25346755981445,-0.11657893657684326,90.0241470336914,419,,,
2,,58.41947937011719,-0.08266496658325195,75.808349609375,439,,,
2,,84.62522888183594,-0.08697235584259033,128.1967315673828,459,,,
2,,62.887168884277344,-0.19147908687591553,91.27318572998047,479,,,
2,,100.48326873779297,-0.4062008857727051,133.3931121826172,499,,,
2,,119.11553192138672,-0.30998659133911133,188.9230194091797,519,,,
2,,76.03829956054688,-0.22215569019317627,125.16482543945312,539,,,
2,,,,,551,69.1515121459961,-0.018893659114837646,96.5283203125
,0.002823576,,,,552,,,
3,,109.41464233398438,-0.4596368074417114,158.31570434570312,559,,,
3,,70.44970703125,-0.6735913753509521,95.55931091308594,579,,,
3,,72.69758605957031,-0.2783801555633545,95.59004974365234,599,,,
3,,82.16995239257812,-0.05098164081573486,143.33494567871094,619,,,
3,,70.44490051269531,-0.0030971765518188477,86.2447280883789,639,,,
3,,107.90302276611328,-0.13931059837341309,144.67913818359375,659,,,
3,,102.75773620605469,-0.7764556407928467,145.44400024414062,679,,,
3,,88.55884552001953,-0.2192288637161255,102.5238037109375,699,,,
3,,46.01516342163086,0.1682015061378479,64.5380630493164,719,,,
3,,,,,735,72.9429702758789,-0.1905151903629303,104.41865539550781
,0.00276710448,,,,736,,,
4,,45.502044677734375,0.047345638275146484,64.97789001464844,739,,,
4,,58.08863067626953,-0.022522449493408203,103.9297866821289,759,,,
4,,94.25106811523438,-0.5848541259765625,152.94593811035156,779,,,
4,,58.56357955932617,-0.05764353275299072,84.96925354003906,799,,,
4,,53.22256851196289,0.0703970193862915,81.3714599609375,819,,,
4,,56.88745880126953,-0.21427810192108154,88.60386657714844,839,,,
4,,79.53055572509766,-0.1529151201248169,111.63748931884766,859,,,
4,,74.21748352050781,-0.3566007614135742,91.44892883300781,879,,,
4,,64.21701049804688,0.044719159603118896,83.91639709472656,899,,,
4,,80.18363952636719,-0.3181387186050415,109.75807189941406,919,,,
4,,,,,919,78.46476745605469,-0.16681566834449768,100.92764282226562
,0.0027117623904,,,,920,,,
5,,58.85932159423828,-0.32444727420806885,80.5558853149414,939,,,
5,,61.536258697509766,-0.07035362720489502,85.88455963134766,959,,,
5,,45.40141296386719,0.11045300960540771,69.40967559814453,979,,,
5,,86.67562866210938,-0.5433378219604492,119.29438781738281,999,,,
5,,103.52461242675781,-0.09242844581604004,139.2308807373047,1019,,,
5,,72.65100860595703,-0.08538281917572021,96.53833770751953,1039,,,
5,,90.6476058959961,0.029164254665374756,123.97062683105469,1059,,,
5,,84.4989013671875,0.059171855449676514,102.3794937133789,1079,,,
5,,51.972530364990234,0.03794652223587036,72.28004455566406,1099,,,
5,,,,,1103,78.73119354248047,-0.1322769671678543,100.39950561523438
,0.002657527142592,,,,1104,,,
6,,83.99800109863281,-0.14194738864898682,118.31363677978516,1119,,,
6,,36.05718994140625,0.407720685005188,50.97514724731445,1139,,,
