epoch,lr-Adam,mae,r2,rmse,step,test_mae,val_mae,val_r2,val_rmse
,0.001,,,,0,,,,
0,,70.98882293701172,-0.23816418647766113,82.27847290039062,19,,,,
0,,47.44669723510742,0.13041269779205322,57.53440475463867,39,,,,
0,,50.06720733642578,0.2600194215774536,61.50852584838867,59,,,,
0,,,,,75,,43.69935989379883,0.09328613430261612,53.84858322143555
,0.00098,,,,76,,,,
1,,39.187904357910156,0.18234765529632568,54.882591247558594,79,,,,
1,,38.65156555175781,0.33727186918258667,52.44735336303711,99,,,,
1,,35.261417388916016,0.567865252494812,43.72501754760742,119,,,,
1,,49.96552658081055,-0.43553662300109863,62.59510803222656,139,,,,
1,,,,,151,,42.86775588989258,0.08688972145318985,51.86640167236328
,0.0009603999999999999,,,,152,,,,
2,,42.29508972167969,0.18609458208084106,51.85968780517578,159,,,,
2,,32.336448669433594,0.27257657051086426,44.273006439208984,179,,,,
2,,35.52035140991211,0.3474748730659485,46.87649917602539,199,,,,
2,,31.915966033935547,0.48595792055130005,41.76116180419922,219,,,,
2,,,,,227,,43.29977035522461,0.015121128410100937,53.842323303222656
,0.0009411919999999999,,,,228,,,,
3,,46.030372619628906,0.07326918840408325,55.50674057006836,239,,,,
3,,43.79216003417969,0.3868553042411804,54.742279052734375,259,,,,
3,,51.4349365234375,0.13832247257232666,70.14783477783203,279,,,,
3,,50.871952056884766,0.0002523064613342285,67.78743743896484,299,,,,
3,,,,,303,,39.68773651123047,0.23414847254753113,48.9470100402832
,0.0009223681599999998,,,,304,,,,
4,,47.52812194824219,0.0934302806854248,63.45708084106445,319,,,,
4,,56.8929443359375,0.016771554946899414,71.88294982910156,339,,,,
4,,48.732078552246094,0.3984526991844177,57.5444221496582,359,,,,
4,,41.620849609375,0.2557411193847656,57.52072525024414,379,,,,
4,,,,,379,,39.62559509277344,0.2778254747390747,48.88187026977539
,0.0009039207967999998,,,,380,,,,
5,,40.11799621582031,0.4826511740684509,49.372432708740234,399,,,,
5,,35.9341926574707,-0.061186909675598145,47.39999008178711,419,,,,
5,,37.548851013183594,0.24752503633499146,48.944984436035156,439,,,,
5,,,,,455,,38.36735153198242,0.2782805263996124,47.642295837402344
,0.0008858423808639998,,,,456,,,,
6,,44.83814239501953,-0.1314617395401001,56.27244186401367,459,,,,
6,,52.61331558227539,0.14183038473129272,66.53003692626953,479,,,,
6,,37.797607421875,0.19233888387680054,50.89753341674805,499,,,,
6,,37.719329833984375,0.5510241985321045,45.962459564208984,519,,,,
6,,,,,531,,44.79426193237305,-0.10079532116651535,56.98286819458008
,0.0008681255332467198,,,,532,,,,
7,,31.19094467163086,0.20577198266983032,43.0179557800293,539,,,,
7,,53.67115783691406,0.0969005823135376,62.17533874511719,559,,,,
7,,47.5234375,-0.3317909240722656,66.54886627197266,579,,,,
7,,47.35696029663086,-0.10171854496002197,62.80373764038086,599,,,,
7,,,,,607,,40.0203742980957,0.09012258052825928,51.713470458984375
,0.0008507630225817853,,,,608,,,,
8,,40.31785583496094,0.08761036396026611,50.52041244506836,619,,,,
8,,47.650733947753906,0.04914557933807373,68.67110443115234,639,,,,
8,,41.94782257080078,0.26814597845077515,51.11896514892578,659,,,,
8,,42.199893951416016,0.11476236581802368,51.110347747802734,679,,,,
8,,,,,683,,37.82061767578125,0.2554939389228821,47.62098693847656
,0.0008337477621301496,,,,684,,,,
