,smiles,MP
533,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-8.0
534,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,59.0
535,CCCCCC[N+](CCCC)(CCCC)CCCC.Cc1ccc(S(=O)(=O)[O-])cc1,50.0
536,CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,25.0
537,CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,16.0
538,CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,25.0
539,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-8.0
540,CCCCCCCC[N+](CCC)(CCCCCCCC)CCCCCCCC.[Br-],74.0
541,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],-9.0
542,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,11.0
543,CCCCCCCCCCCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],63.0
544,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,31.0
545,CCCCCCCCCCCC[N+](C)(CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-],75.0
546,CCCCCCCCCCCCCC[NH3+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,31.0
547,CC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,163.0
548,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC[N+](C)(C)C(C)C.F[B-](F)(F)F,205.0
549,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC[N+](C)(C)C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,41.0
550,CCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.[O-][Cl+3]([O-])([O-])[O-],78.0
551,CCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,70.0
552,CCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[P-](F)(F)(F)(F)F,104.0
553,CCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.O=C([O-])C(F)(F)F,73.0
554,CCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,43.0
555,CCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,71.0
556,CCCCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C.F[B-](F)(F)F,88.0
557,CCCCCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C.F[B-](F)(F)F,71.0
558,CCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,57.0
559,CCCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,46.0
560,CCCCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,43.0
561,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,47.0
562,CC[N+](C)(CC)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,151.0
563,CC[N+](CC)(CC)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,126.0
564,CCC[N+](C)(CC)CC.F[B-](F)(F)F,186.0
565,CCC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,14.0
566,CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)F,95.0
567,CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)F,54.0
568,CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,57.0
569,CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,54.0
570,CCCC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,9.0
571,CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)F,-3.0
572,CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)F,15.0
573,CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,50.0
574,CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,60.0
575,COCC[N+](C)(C)C.F[B-](F)(F)F,54.0
576,COCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,37.0
577,COCC[N+](C)(C)C.F[B-](F)(F)C(F)(F)C(F)(F)F,30.0
578,COCC[N+](C)(C)C.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,23.0
579,COCC[N+](C)(C)C.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,50.0
580,CC[N+](C)(C)CCOC.F[B-](F)(F)F,4.0
581,CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)F,8.0
582,CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)F,-33.0
583,CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-28.0
584,CC[N+](C)(CC)CCOC.F[B-](F)(F)C(F)(F)F,-22.0
585,CC[N+](CC)(CC)CCOC.F[B-](F)(F)F,56.0
586,CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)F,10.0
587,CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)F,3.0
588,CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.0
589,CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11.0
590,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.F[B-](F)(F)F,60.0
591,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,36.0
592,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[BH4-],-8.0
593,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-39.0
594,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=[N+]([O-])[O-],13.0
595,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.Cc1ccc(S(=O)(=O)[O-])cc1,78.0
596,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])OCC(F)(F)F,4.0
597,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])OCC(F)(F)C(F)F,-5.0
598,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-2.0
599,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.F[P-](F)(F)(F)(F)F,59.0
600,CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,-23.0
601,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C[O-],4.0
602,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C([O-])O,-7.0
603,CC=CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,18.0
604,CCCCCCCC[N+]12CCN(CC1)CC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,26.0
605,CCC[NH+](CCC)CCC.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,-10.0
606,CCCC[NH+](CCCC)CCCC.O=[N+]([O-])[O-],22.0
607,CCCC[NH+](CCCC)CCCC.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,52.0
608,CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,-11.0
609,CCC[NH2+]CCC.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,97.0
610,CCC[NH2+]CCC.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,103.0
611,CCC[NH2+]CCC.N#C[S-],6.0
612,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)[NH2+]C(C)C,91.0
613,CC(C)[NH2+]C(C)C.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,124.0
614,CCCC[NH2+]CCCC.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,84.0
615,CCCC[NH2+]CCCC.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,71.0
616,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)C[NH2+]CC(C)C,63.0
617,CC[N+]12CCN(CC1)CC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,76.0
618,CC[NH+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.0
619,CC(=O)[O-].CC[NH3+],87.0
620,C[N+](C)(C)CC#N.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,35.0
621,O=[N+]([O-])[O-].[NH3+]CCO,51.0
622,COS(=O)(=O)[O-].[NH3+]CCO,99.0
623,CCCCC[N+](C)(C)CCCCC.[Br-],76.0
624,CCCCC[N+](C)(C)CCCCC.[I-],86.0
625,CCCCCC[N+](C)(C)CCCCCC.[Br-],54.0
626,CCCCCC[N+](C)(C)CCCCCC.[I-],45.0
627,CCCCC[N+](CC)(CC)CCCCC.[Br-],58.0
628,CCCCC[N+](CC)(CC)CCCCC.[I-],95.0
629,CCCCCC[N+](CC)(CC)CCCCCC.[Br-],75.0
630,CCCCCC[N+](CC)(CC)CCCCCC.[I-],73.0
631,O=C1CCCCC[NH2+]1.O=[N+]([O-])[O-],45.0
632,O=C([O-])CCl.O=C1CCCCC[NH2+]1,29.0
633,CCCC(=O)OCC[N+](C)(C)C.O=C1[N-]S(=O)(=O)c2ccccc21,89.0
634,CC1=CC(=O)[N-]S(=O)(=O)O1.CCCC(=O)OCC[N+](C)(C)C,49.0
635,O=C1CCC[NH2+]1.O=[N+]([O-])[O-],8.0
636,O=C([O-])CCl.O=C1CCC[NH2+]1,32.0
637,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.F[B-](F)(F)F,28.0
638,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.O=N[O-],-2.0
639,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F,56.0
640,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=[N+]([O-])[O-],36.0
641,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.O=[N+]([O-])[O-],85.0
642,C[N+](C)(C)CCCCS(=O)(=O)O.O=S(=O)([O-])O,-11.0
643,C[NH3+].O=C[O-],13.0
644,CCC[NH3+].O=C[O-],50.0
645,CCCC[NH3+].O=C[O-],2.0
646,CCCC[NH3+].N#C[S-],21.0
647,CCCCC[NH3+].O=C[O-],12.0
648,CC(C)C[NH3+].O=C[O-],26.0
649,CCC(C)C[NH3+].O=C[O-],-1.0
650,CC(C)CC[NH3+].O=C[O-],47.0
651,C[N+](C)(C)CCCS(=O)(=O)O.O=S(=O)([O-])O,-12.0
652,CC[N+](CC)(CC)CCCS(=O)(=O)O.O=S(=O)([O-])O,-9.0
653,CCCC[N+](CCCC)(CCCC)CCCS(=O)(=O)O.O=S(=O)([O-])O,-7.0
654,CC[N+](CC)(CC)Cc1ccccc1.N#C[N-]C#N,83.0
655,CC[N+](CC)(CC)Cc1ccccc1.O=S(=O)([O-])C(F)(F)F,109.0
656,CC[N+](CC)(CC)Cc1ccccc1.O=C1[N-]S(=O)(=O)c2ccccc21,151.0
657,CC[N+](CC)(CC)Cc1ccccc1.N#C[S-],88.0
658,C[N+](C)(C)c1ccccc1.N#C[N-]C#N,117.0
659,C[N+](C)(C)c1ccccc1.O=S(=O)([O-])C(F)(F)F,83.0
660,C[N+](C)(C)c1ccccc1.Cc1ccc(S(=O)(=O)[O-])cc1,150.0
661,C[N+](C)(C)c1ccccc1.O=C1[N-]S(=O)(=O)c2ccccc21,194.0
662,C[N+](C)(C)c1ccccc1.N#C[S-],116.0
663,CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,7.0
664,CC[N+](CC)(CC)COC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-3.0
665,C[N+](C)(Cc1ccccc1)Cc1ccccc1.[Br-],175.0
666,Cc1ccccc1C[N+](C)(C)Cc1ccccc1C.F[B-](F)(F)F,231.0
667,Cc1ccccc1C[N+](C)(C)Cc1ccccc1C.F[P-](F)(F)(F)(F)F,270.0
668,Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1.[Cl-],149.0
669,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.[Br-],202.0
670,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.F[B-](F)(F)F,206.0
671,CCCC[N+](C)(C)CCCC.F[P-](F)(F)(F)(F)F,164.0
672,CCCC[N+](C)=C(N(C)C)N(C)C.O=[N+]([O-])[O-],72.0
673,CCCC[N+](C)=C(N(C)C)N(C)C.O=[N+]([O-])[N-][N+](=O)[O-],75.0
674,Cn1cnn(C)c1=[N+](C)C.O=[N+]([O-])[O-],74.0
675,CCC[NH+]=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-],6.0
676,CCC[N+](C)=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-],39.0
677,CCC[N+](C)=C1N(C)CCN1C.O=[N+]([O-])[O-],31.0
678,CCCC[N+](C)=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-],28.0
679,CCCC[N+](C)=C1N(C)CCN1C.O=[N+]([O-])[O-],7.0
680,CCCC[N+](C)=C1N(C)CCN1C.F[P-](F)(F)(F)(F)F,-15.0
681,CCC[N+](C)=C1N(C)CCCN1C.[O-][Cl+3]([O-])([O-])[O-],128.0
682,CCC[N+](C)=C1N(C)CCCN1C.O=[N+]([O-])[O-],57.0
683,CCCC[N+](C)=C1N(C)CCCN1C.[O-][Cl+3]([O-])([O-])[O-],78.0
684,CCCC[N+](C)=C1N(C)CCCN1C.O=[N+]([O-])[O-],6.0
685,CCC[N+](C)=C1N(C)COCN1C.[O-][Cl+3]([O-])([O-])[O-],94.0
686,CCC[N+](C)=C1N(C)COCN1C.O=[N+]([O-])[O-],65.0
687,CCCCCCOc1cc2c3cc(OCCCCCC)c(OCCCCCC)cc3c3cc(OCCCCC[NH+]=C(N(C)C)N(C)C)c(OCCCCCC)cc3c2cc1OCCCCCC.[Cl-],46.0
688,C[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,150.0
689,CC[P+](CC)(CC)CC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,19.0
690,CCCCCCCCCCCCC[PH2+]C.[Cl-],101.0
691,CCCCCCCCCCCCC[PH2+]C.[Br-],95.0
692,CCCCCCCCCCCCC[PH2+]C.O=[N+]([O-])[O-],60.0
693,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[B-](F)(F)F,39.0
694,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[P-](F)(F)(F)(F)F,40.0
695,CCCCCC[P+](CC)(CCCCCC)CCCCCC.[Br-],60.0
696,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],70.0
697,CCCCCC[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,21.0
698,CCCCCC[P+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,7.0
699,CCCCCC[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,40.0
700,O=S(=O)(Cl)CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=S(=O)([O-])C(F)(F)F,91.0
701,CCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,55.0
702,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,17.0
703,CCCCCCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,13.0
704,CC[P+](CC)(CC)COC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,14.0
705,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,10.0
706,CCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Br-],59.0
707,C[N+]1(CCO)CCOCC1.[Br-],150.0
708,CCC[N+]1(C)CCOCC1.[O-][Cl+3]([O-])([O-])[O-],91.0
709,CCC[N+]1(C)CCOCC1.O=[N+]([O-])[O-],58.0
710,CCC[N+]1(C)CCOCC1.F[P-](F)(F)(F)(F)F,86.0
711,C[N+]1(CCCF)CCOCC1.O=[N+]([O-])[O-],58.0
712,C[N+]1(CCCF)CCOCC1.O=S(=O)([O-])C(F)(F)F,68.0
713,C[N+]1(CCCF)CCOCC1.F[P-](F)(F)(F)(F)F,80.0
714,C[N+]1(CCOCC(F)(F)F)CCOCC1.F[P-](F)(F)(F)(F)F,72.0
715,C[N+]1(C(OCCC(F)(F)C(F)(F)C(F)F)C(F)F)CCOCC1.F[P-](F)(F)(F)(F)F,62.0
716,C1COCC[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,62.0
717,C1COCC[NH2+]1.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,86.0
718,C1COCC[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)c1ccco1,72.0
719,C1COCC[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,102.0
720,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,29.0
721,CCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,66.0
722,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,35.0
723,CCCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,69.0
724,CCCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,76.0
725,COCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)F,1.0
726,Cn1nn[n+](N)c1N.O=[N+]([O-])[N-][N+](=O)[O-],85.0
727,CC1=[NH+]N(C)NN1C.[O-][Cl+3]([O-])([O-])[O-],133.0
728,Cc1n(C)nn[n+]1N.[I-],121.0
729,CC1=[NH+]N(N)NN1C.[I-],124.0
730,CC1=[NH+]N(N)NN1C.[O-][Cl+3]([O-])([O-])[O-],140.0
731,CC1=[NH+]N(N)NN1C.O=[N+]([O-])[O-],94.0
732,CCC[N+]1(C)CCOC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,44.0
733,CCC[N+]1(C)CCOC1.F[P-](F)(F)(F)(F)F,41.0
734,CCCC[N+]1(C)CCOC1.F[B-](F)(F)F,-12.0
735,CCCC[N+]1(C)CCOC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,12.0
736,CCCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)F,-4.0
737,CCCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,53.0
738,COCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)F,1.0
739,COCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0
740,COCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,18.0
741,CC[N+]1(CC)CCNCC1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-7.0
742,FC(F)(CC[n+]1ccccn1)C(F)(F)S(F)(F)(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-14.0
743,[Cl-].[NH3+]CC(=O)O,186.0
744,F[B-](F)(F)F.[NH3+]CC(=O)O,116.0
745,O=[N+]([O-])[O-].[NH3+]CC(=O)O,111.0
746,F[P-](F)(F)(F)(F)F.[NH3+]CC(=O)O,101.0
747,C[C@H]([NH3+])C(=O)O.F[B-](F)(F)F,78.0
748,C[C@H]([NH3+])C(=O)O.O=[N+]([O-])[O-],159.0
749,C[C@H]([NH3+])C(=O)O.O=C([O-])C(F)(F)F,82.0
750,F[B-](F)(F)F.O=C(O)[C@@H]1CCC[NH2+]1,76.0
751,O=C(O)[C@@H]1CCC[NH2+]1.O=C([O-])C(F)(F)F,78.0
752,CC(C)[C@H]([NH3+])C(=O)O.O=[N+]([O-])[O-],134.0
753,CC[C@H](C)[C@H]([NH3+])C(=O)O.O=[N+]([O-])[O-],105.0
754,COC(=O)C[NH3+].O=[N+]([O-])[O-],44.0
755,CCOC(=O)C[NH3+].O=[N+]([O-])[O-],49.0
756,COC(=O)C(C)[NH3+].F[B-](F)(F)F,-18.0
757,COC(=O)C(C)[NH3+].O=[N+]([O-])[O-],61.0
758,COC(=O)C(C)[NH3+].C[C@H](O)C(=O)[O-],38.0
759,COC(=O)C(C)[NH3+].N#C[S-],62.0
760,COC(=O)C([NH3+])CO.O=[N+]([O-])[O-],105.0
761,COC(=O)C1CCC[NH2+]1.O=[N+]([O-])[O-],-16.0
762,COC(=O)C([NH3+])C(C)C.O=[N+]([O-])[O-],74.0
763,CCOC(=O)C1CCC[NH2+]1.O=[N+]([O-])[O-],-17.0
764,CC(C)C[C@H]([NH3+])C(=O)O.O=[N+]([O-])[O-],75.0
765,COC(=O)C([NH3+])Cc1ccccc1.O=[N+]([O-])[O-],92.0
766,Cc1cc(C)c(-n2cc[n+](C)c2)c(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,71.0
767,CCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,26.0
768,CCCCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,40.0
769,CCCCCCCCCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,32.0
770,CCCC[N+]1(C)CCCC(C)C1.O=S(=O)([O-])C(F)(F)F,84.0
771,CCCCCC[N+]1(C)CCCC(C)C1.O=S(=O)([O-])C(F)(F)F,82.0
772,CCCC[N+]1(C)CCCC(C)C1.O=C([O-])C(F)(F)F,58.0
773,CCCCCC[N+]1(C)CCCC(C)C1.O=C([O-])C(F)(F)F,41.0
774,CCCC[N+]1(C)CCCC(C)C1.[I-],144.0
775,CCCCCC[N+]1(C)CCCC(C)C1.[I-],123.0
776,CCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,44.0
777,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.0
778,CCCCc1c[n+](-c2ccccc2)nn1C.Cc1ccc(S(=O)(=O)[O-])cc1,146.0
779,CCCCc1c[n+](-c2ccccc2)nn1C.O=S(=O)([O-])C(F)(F)F,102.0
780,CCCCc1c[n+](C)nn1C.Cc1ccc(S(=O)(=O)[O-])cc1,106.0
781,Cc1ccc(S(=O)(=O)[O-])cc1.Cn1cc[n+](C)n1,99.0
782,Cc1ccc(S(=O)(=O)[O-])cc1.Cn1cc[n+](C)c1,95.0
783,Cn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,37.0
784,CCCCCC[P+](CCCC)(CCCC)CCCC.F[P-](F)(F)(F)(F)F,141.0
785,CCCCCC[N+](CCCC)(CCCC)CCCC.F[P-](F)(F)(F)(F)F,167.0
786,CCCCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,24.0
787,COS(=O)(=O)[O-].C[N+]1(C)CCCC1,95.0
788,COS(=O)(=O)[O-].C[N+]1(C)CCOCC1,113.0
789,CC[N+]1(C)CCOCC1.COS(=O)(=O)[O-],45.0
790,CC[N+](CC)(CCOC)CCOC.O=S(=O)(F)[N-]S(=O)(=O)F,15.0
791,COCC[N+](CCOC)(CCOC)CCOC.O=S(=O)(F)[N-]S(=O)(=O)F,21.0
792,CC[N+](CC)(CCOC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,7.0
793,COCC[N+](CCOC)(CCOC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,26.0
794,CCC[N+](CCC)(CCC)CC(=O)OCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,68.0
795,CCCC[N+](CCCC)(CCCC)CC(=O)OCC.F[B-](F)(F)F,54.0
796,CCCC[P+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,-16.0
797,CCCCC[P+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,-35.0
798,CC[P+](CC)(CC)COC.O=S(=O)(F)[N-]S(=O)(=O)F,-14.0
799,CCOC[P+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,-18.0
800,C=CC[N+](C)(C)CC(=O)OCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,26.0
801,CCOC(=O)C[N+](C)(C)CC.CCOS(=O)(=O)[O-],21.0
802,CCOC(=O)C[N+](CC)(CC)CC.CCOS(=O)(=O)[O-],-30.0
803,CCCCOS(=O)(=O)[O-].CCCC[N+](CC)(CC)CC(=O)OCC,-33.0
804,CCC[P+](C)(C)C.O=S(=O)(F)[N-]S(=O)(=O)F,0.0
805,CCC[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,40.0
806,COC[P+](C)(C)C.O=S(=O)(F)[N-]S(=O)(=O)F,-6.0
