,smiles,MP
278,C[n+]1ccn(CCCSC(=S)N(c2ccccc2)c2ccccc2)c1.F[P-](F)(F)(F)(F)F,54.0
279,C[n+]1ccn(CCCSC(=S)N2CCOCC2)c1.F[P-](F)(F)(F)(F)F,51.0
280,C[n+]1ccn(CCCSC(=S)n2ccnc2)c1.F[P-](F)(F)(F)(F)F,125.0
281,Cn1cc[n+](CCCBr)c1.F[P-](F)(F)(F)(F)F,46.0
282,CCCCn1cc[n+](CC(C)O)c1.[Cl-],137.0
283,CCCCNC(=O)Cn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,65.0
284,CCCCN(C)C(=O)Cn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,63.0
285,CCN(CC)C(=O)C[n+]1ccn(C)c1.[Br-],67.0
286,CCN(CC)C(=O)C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,44.0
287,CCN(CC)C(=O)C[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,65.0
288,C#CCn1cc[n+](CC#C)c1.F[B-](F)(F)F,67.0
289,CC(CC#N)[B-](F)(F)F.O=C(O)CCCn1cc[n+](CCCC(=O)O)c1,38.0
290,C[C@H](C[n+]1ccn(C)c1)OCc1ccccc1.F[B-](F)(F)F,42.0
291,C[C@H](C[n+]1ccn(C)c1)OCc1ccccc1.F[P-](F)(F)(F)(F)F,93.0
292,Cn1cc[n+](CC(Br)CBr)c1.F[P-](F)(F)(F)(F)F,71.0
293,C#CCCCn1cc[n+](CCCC#C)c1.[Cl-],65.0
294,C#CCCCn1cc[n+](CCCC#C)c1.F[B-](F)(F)F,-23.0
295,O=S(=O)([O-])C(F)(F)F.c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,73.0
296,Cc1ccc(S(=O)(=O)[O-])cc1.c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,114.0
297,CC1=NC(C)=C(C)[NH2+]1.[Cl-],194.0
298,Cc1n(C)cc[n+]1C.[Cl-],189.0
299,CCn1cc[n+](C)c1C.[Cl-],188.0
300,CCn1cc[n+](C)c1C.[Br-],141.0
301,CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,25.0
302,CCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F,109.0
303,CCn1cc[n+](C)c1C.O=C([O-])C(F)(F)F,59.0
304,CC[n+]1cn(C)cc1C.O=S(=O)([O-])C(F)(F)F,6.0
305,CCn1cc(C)[n+](CC)c1.O=C([O-])c1ccccc1,16.0
306,CCn1cc(C)[n+](CC)c1.O=S(=O)([O-])C(F)(F)F,35.0
307,CCCn1cc[n+](CC)c1CC.[Cl-],138.0
308,CCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15.0
309,CCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,34.0
310,CCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,78.0
311,CCc1n(C)cc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,28.0
312,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,37.0
313,CCCC[n+]1ccn(C)c1C.O=C1[N-]S(=O)(=O)c2ccccc21,70.0
314,CCCC[n+]1ccn(C)c1C.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,60.0
315,CCCC[n+]1ccn(C)c1C.O=S(=O)([O-])OCCCC(F)(F)C(F)(F)F,13.0
316,CCCC[n+]1ccn(C)c1C.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-14.0
317,CCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1C,36.0
318,CCCC[n+]1ccn(C)c1C.F[P-](F)(F)(F)(F)F,40.0
319,Cc1[nH+]ccn1CCCC#N.[Cl-],105.0
320,Cc1[nH+]ccn1CCCC#N.F[B-](F)(F)F,40.0
321,Cc1[nH+]ccn1CCCC#N.F[P-](F)(F)(F)(F)F,85.0
322,Cn1cc([N+](=O)[O-])[n+](C)c1.[O-][Cl+3]([O-])([O-])[O-],172.0
323,Cn1cc([N+](=O)[O-])[n+](C)c1.O=[N+]([O-])[O-],163.0
324,Cn1cc[n+]2c1CCC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,84.0
325,C[n+]1ccn2c1CCCC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,47.0
326,Cc1n(C)cc([N+](=O)[O-])[n+]1C.[O-][Cl+3]([O-])([O-])[O-],186.0
327,Cc1n(C)cc([N+](=O)[O-])[n+]1C.O=[N+]([O-])[O-],161.0
328,CC[n+]1c([N+](=O)[O-])cn(C)c1C.[O-][Cl+3]([O-])([O-])[O-],146.0
329,CC[n+]1c([N+](=O)[O-])cn(C)c1C.O=[N+]([O-])[O-],65.0
330,Cc1c(C)[n+](C)c(C)n1C.[I-],213.0
331,Cc1c(C)[n+](C)c(C)n1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,118.0
332,Cc1c(C)[n+](C)c(C)n1C.F[P-](F)(F)(F)(F)F,166.0
333,CCCC[n+]1nn(C)c2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,29.0
334,CCCC[n+]1nn(C)c2ccccc21.CS(=O)(=O)[O-],57.0
335,CCCC[n+]1nn(C)c2ccccc21.Cc1ccc(S(=O)(=O)[O-])cc1,120.0
336,Cn1n[n+](Cc2ccccc2)c2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,69.0
337,CS(=O)(=O)[O-].Cn1n[n+](Cc2ccccc2)c2ccccc21,92.0
338,Cc1ccc(S(=O)(=O)[O-])cc1.Cn1n[n+](Cc2ccccc2)c2ccccc21,143.0
339,C[n+]1cn(CCN=[N+]=[N-])cn1.[O-][Cl+3]([O-])([O-])[O-],63.0
340,O=[N+]([O-])[O-].[N-]=[N+]=NCC[NH+]1C=NC=N1,99.0
341,[Br-].[N-]=[N+]=NCC[n+]1cn(N)cn1,85.0
342,O=[N+]([O-])[O-].[N-]=[N+]=NCC[n+]1cn(N)cn1,70.0
343,CCCC[n+]1cn(CCC(F)(F)F)cn1.O=S(=O)([O-])C(F)(F)F,33.0
344,CCCC[n+]1cn(CCC(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,69.0
345,CCCCCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,55.0
346,CCCCCCCCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,53.0
347,Cn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,62.0
348,CCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,28.0
349,CCCCCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,22.0
350,CCCCCCC[n+]1cn(C(C)F)cn1.F[B-](F)(F)F,52.0
351,CCCCCCCCCC[n+]1cn(C(C)F)cn1.O=S(=O)([O-])C(F)(F)F,46.0
352,CCCCCCCn1c[n+](CC(O)C(F)(F)F)cn1.[Br-],98.0
353,C[n+]1cn(N)cn1.[O-][Cl+3]([O-])([O-])[O-],86.0
354,C[n+]1cn(N)cn1.O=[N+]([O-])[O-],54.0
355,C[n+]1cn(N)cn1.[N-]=[N+]=[N-],43.0
356,C[NH+]1C=NC(N=[N+]=[N-])=N1.[O-][Cl+3]([O-])([O-])[O-],55.0
357,C[NH+]1C=NC(N=[N+]=[N-])=N1.O=[N+]([O-])[O-],66.0
358,C[NH+]1C=NC(N=[N+]=[N-])=N1.O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,80.0
359,CC1=NC(N=[N+]=[N-])=N[NH2+]1.O=[N+]([O-])[O-],118.0
360,O=[N+]([O-])[O-].[N-]=[N+]=NC1=N[NH2+]C=N1,147.0
361,O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1.[N-]=[N+]=NC1=N[NH2+]C=N1,92.0
362,O=[N+]([O-])[O-].[N-]=[N+]=NC1=N[NH2+]C(N=[N+]=[N-])=N1,97.0
363,Cn1c[n+](C)nc1N=[N+]=[N-].[O-][Cl+3]([O-])([O-])[O-],68.0
364,Cn1c[n+](C)nc1N=[N+]=[N-].O=[N+]([O-])[O-],98.0
365,N[NH+]1C=NC=N1.[O-][Cl+3]([O-])([O-])[O-],91.0
366,N[NH+]1C=NC=N1.O=[N+]([O-])[O-],121.0
367,O=C(O[N+](=O)[O-])c1nn[n-]n1.[NH3+]n1cnnc1,102.0
368,O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1.[NH3+]n1cnnc1,137.0
369,O=[N+]([O-])c1ncn[n-]1.[NH3+]n1cnnc1,64.0
370,[NH3+]n1cnnc1.[O-][Cl+3]([O-])([O-])[O-],83.0
371,O=[N+]([O-])[O-].[NH3+]n1cnnc1,69.0
372,Cn1cn[n+](N)c1.[O-][Cl+3]([O-])([O-])[O-],108.0
373,NC1=NC=N[NH+]1N.[O-][Cl+3]([O-])([O-])[O-],138.0
374,NC1=NC=N[NH+]1N.O=[N+]([O-])[O-],159.0
375,NC1=NC=N[NH+]1N.O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,153.0
376,C1=NC=N[NH2+]1.O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,156.0
377,C[NH+]1C=NC=N1.O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,102.0
378,CCCC[n+]1nn(CC)c2ccccc21.F[P-](F)(F)(F)(F)F,101.0
379,CCCCn1n[n+](CCCC)c2ccccc21.F[B-](F)(F)F,85.0
380,CCCCn1n[n+](CCCC)c2ccccc21.F[P-](F)(F)(F)(F)F,113.0
381,Cc1n(C)c(C(F)(F)F)n[n+]1CCCF.[I-],115.0
382,Cc1n(C)c(C(F)(F)F)n[n+]1CCCF.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,49.0
383,Cc1n(C)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[n+]1C.[O-][Cl+3]([O-])([O-])[O-],90.0
384,Cc1n(C)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[n+]1C.F[B-](F)(F)F,98.0
385,Cc1n(C)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,81.0
386,Cc1n(C)c(C(F)(F)F)n[n+]1C.[O-][Cl+3]([O-])([O-])[O-],128.0
387,Cc1n(C)c(C(F)(F)F)n[n+]1C.F[B-](F)(F)F,130.0
388,Cc1n(C)c(C(F)(F)F)n[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,70.0
389,Cc1n(C)c(C(F)(F)F)n[n+]1C.O=S(=O)([O-])C(F)(F)F,137.0
390,Cn1cc[n+](N)n1.O=[N+]([O-])[O-],87.0
391,Cn1cc[n+](N)n1.[N-]=[N+]=[N-],50.0
392,CCn1cc[n+](N)n1.O=[N+]([O-])[O-],31.0
393,CCCn1cc[n+](N)n1.O=[N+]([O-])[O-],34.0
394,C=CCn1cc[n+](N)n1.O=[N+]([O-])[O-],10.0
395,CCCCn1cc[n+](N)n1.O=[N+]([O-])[O-],49.0
396,Nn1cn[n+](CCBr)c1.[Br-],131.0
397,C[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,105.0
398,C[N+]1(C)CCCC1.N#C[N-]C#N,115.0
399,CS(=O)(=O)[N-]S(C)(=O)=O.C[N+]1(C)CCCC1,48.0
400,CS(=O)(=O)[O-].C[N+]1(C)CCCC1,200.0
401,C[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,198.0
402,C[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,167.0
403,C[N+]1(C)CCCC1.O=C([O-])C=CC(=O)O,74.0
404,C[N+]1(C)CCCC1.O=C([O-])c1ccccc1C(=O)O,88.0
405,CC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,176.0
406,CC[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,120.0
407,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,-18.0
408,CCC[N+]1(C)CCCC1.CS(=O)(=O)[O-],80.0
409,CCC[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,80.0
410,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,78.0
411,CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)F,-18.0
412,CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,22.0
413,CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,53.0
414,CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,61.0
415,CCCC[N+]1(C)CCCC1.CS(=O)(=O)[O-],63.0
416,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,94.0
417,CCCC[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,115.0
418,CCCC[N+]1(C)CCCC1.O=P([O-])(O)O,112.0
419,CCCCCC[N+]1(C)CCCC1.CS(=O)(=O)[O-],86.0
420,CCCCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,120.0
421,CCCCCC[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,137.0
422,CCCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,117.0
423,C[NH+]1CCCC1.O=C([O-])C(F)(F)F,38.0
424,COC[N+]1(C)CCCC1.F[B-](F)(F)F,-18.0
425,COC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-21.0
426,COC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)F,-4.0
427,COC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,26.0
428,COCC[N+]1(C)CCCC1.F[B-](F)(F)F,12.0
429,COCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)F,-16.0
430,COCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,-3.0
431,CC1(C)CC(N)CC(C)(C)[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,88.0
432,CC1(C)CC(N)CC(C)(C)[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)c1ccco1,152.0
433,COCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)F,-16.0
434,COCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,-15.0
435,COCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,-9.0
436,COCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,20.0
437,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)F,146.0
438,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)F,12.0
439,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,41.0
440,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,81.0
441,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,92.0
442,CCCCCCCC[N+]1(C)CCCCC1.F[B-](F)(F)F,92.0
443,CCCCCCCC[N+]1(C)CCCCC1.O=S(=O)([O-])C(F)(F)F,47.0
444,CC[NH+]1CCC=C1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,45.0
445,CCC[NH+]1CCC=C1C.[I-],85.0
446,CCC[NH+]1CCC=C1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,19.0
447,CCCC[NH+]1CCC=C1C.[I-],111.0
448,CCCC[NH+]1CCC=C1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,36.0
449,CCCC[n+]1ccccc1.F[B-](F)(F)F,15.0
450,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,26.0
451,CCCC[n+]1ccccc1.O=C([O-])c1ccccc1,11.0
452,CCCCCCCCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,106.0
453,CCCCCCCCCCCC[n+]1ccccc1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,64.0
454,CCCCCCCCCCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,124.0
455,CCCCCCCCCCCCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,126.0
456,CCCCCCCCCCCCCCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,126.0
457,CCCC[n+]1ccc(C)cc1.O=C([O-])c1ccccc1,10.0
458,CCCCCCCCCCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,55.0
459,CCCCCCCCCCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,56.0
460,CCCCCCCCCCCCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,68.0
461,CCCCCCCCCCCCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,71.0
462,CCCCCCCCCCCCCCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,74.0
463,CCCCCCCCCCCCCCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,75.0
464,CCCCCCCCCCCCCCCCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,87.0
465,CCCCCCCCCCCCCCCCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,88.0
466,N#CCCC[n+]1ccccc1.[Cl-],101.0
467,F[B-](F)(F)F.N#CCCC[n+]1ccccc1,62.0
468,F[P-](F)(F)(F)(F)F.N#CCCC[n+]1ccccc1,95.0
469,FC(F)(CC[n+]1ccccc1)C(F)(F)S(F)(F)(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,33.0
470,FC(F)(CCCC[n+]1ccccc1)C(F)(F)S(F)(F)(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,18.0
471,FC(F)(CC[n+]1ccccc1)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,36.0
472,FCCC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,62.0
473,FCCC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([O-])C(F)(F)F,88.0
474,FC(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,67.0
475,FC(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([O-])C(F)(F)F,98.0
476,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,52.0
477,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([O-])C(F)(F)F,104.0
478,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,94.0
479,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([O-])C(F)(F)F,109.0
480,CCCC[n+]1cc(C)cc(C)c1.[Br-],95.0
481,CCCCOC(=O)c1ccc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15.0
482,CCCCCC[n+]1cc(C)cc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,10.0
483,CCCCCC[n+]1ccc(N(C)C)c(C)c1.[Br-],119.0
484,CCCCCC[n+]1ccc(N2CCC(C)CC2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,37.0
485,O=P([O-])(O)O.O=S(=O)(O)CCC[n+]1ccccc1,90.0
486,CCCCCCCCCCCC[n+]1ccc2ccccc2c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,72.0
487,CCCCCCCCCCCCCCCCCC[n+]1ccc2ccccc2c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,31.0
488,CCCC[N+]1=C(C(C)C)SC[C@H]1CC.[I-],137.0
489,CCCC[N+]1=C(C(C)C)SC[C@H]1CC.F[B-](F)(F)F,111.0
490,CCCCCCCCCCCC[N+]1=C(C(C)C)SC[C@H]1CC.F[P-](F)(F)(F)(F)F,42.0
491,C[S+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,45.0
492,C[S+](C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,32.0
493,CC[S+](CC)CC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,32.0
494,C[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,136.0
495,CC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,105.0
496,CC[N+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-10.0
497,COC[N+](C)(C)C.F[B-](F)(F)F,46.0
498,COC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5.0
499,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,19.0
500,CCC[N+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,10.0
501,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,19.0
502,CC(C)[N+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,29.0
503,C=CC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,41.0
504,C=CC[N+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-3.0
505,C#CC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,45.0
506,COC=C(C)[NH+](C)C.F[B-](F)(F)F,-16.0
507,COC=C(C)[NH+](C)C.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,51.0
508,CCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-14.0
509,CC[N+](C)(CC)CC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,20.0
510,CCOC=C(C)[NH+](C)C.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,47.0
511,CC[N+](C)(C)CCOC.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,48.0
512,CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,105.0
513,CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,83.0
514,CC[N+](CC)(CC)CC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,20.0
515,CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,69.0
516,CC[N+](CC)(CC)CC.O=S(=O)([O-])OCC(F)(F)F,5.0
517,CC[N+](CC)(CC)CC.O=S(=O)([O-])OCC(F)(F)C(F)F,-9.0
518,CC[N+](CC)(CC)CC.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-13.0
519,CC[N+](CC)(CC)CC.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,46.0
520,CCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-8.0
521,CCCC[N+](C)(C)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15.0
522,CCCCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,27.0
523,CCCCCCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5.0
524,CCC[N+](CCC)(CCC)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,105.0
525,CCC[N+](CCC)(CCC)CCC.O=C1[N-]S(=O)(=O)c2ccccc21,96.0
526,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,20.0
527,CCCCCC[N+](CC)(CC)CC.CS(=O)(=O)[N-]S(C)(=O)=O,-54.0
528,CCCCCC[N+](CC)(CC)CC.CS(=O)(=O)[O-],62.0
529,CCCCCC[N+](CC)(CC)CC.Cc1ccc(S(=O)(=O)[O-])cc1,109.0
530,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,90.0
531,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])OCC(F)(F)F,80.0
532,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])OCC(F)(F)C(F)F,-4.0
