epoch,lr-Adam,mae,r2,rmse,step,test_mae,val_mae,val_r2,val_rmse
,0.001,,,,0,,,,
0,,61.622886657714844,-0.47795724868774414,80.12742614746094,19,,,,
0,,46.417423248291016,-0.021922588348388672,60.523345947265625,39,,,,
0,,52.480491638183594,0.049514830112457275,71.3980712890625,59,,,,
0,,,,,77,,47.501678466796875,0.16439278423786163,58.72423553466797
,0.00095,,,,78,,,,
1,,40.870445251464844,0.2981663942337036,47.848663330078125,79,,,,
1,,63.205257415771484,-0.1191178560256958,79.10771942138672,99,,,,
1,,60.086952209472656,0.045475780963897705,72.62095642089844,119,,,,
1,,44.193634033203125,-0.03789186477661133,61.067928314208984,139,,,,
1,,,,,155,,44.44493103027344,0.24078413844108582,55.997283935546875
,0.0009025,,,,156,,,,
2,,45.24909973144531,0.3656929135322571,54.70247268676758,159,,,,
2,,39.88093566894531,0.3041042685508728,50.790889739990234,179,,,,
2,,36.039093017578125,0.4023017883300781,40.867408752441406,199,,,,
2,,56.73432540893555,0.039786577224731445,75.53857421875,219,,,,
2,,,,,233,,45.118038177490234,0.1874822974205017,57.47572708129883
,0.000857375,,,,234,,,,
3,,44.91010284423828,0.22445935010910034,61.978973388671875,239,,,,
3,,48.9504280090332,0.11053115129470825,61.27341079711914,259,,,,
3,,40.979061126708984,0.23544394969940186,53.94670486450195,279,,,,
3,,42.44575500488281,0.18652570247650146,60.48362350463867,299,,,,
3,,,,,311,,44.158348083496094,0.21886412799358368,56.74970245361328
,0.0008145062499999999,,,,312,,,,
4,,50.3971061706543,0.03341478109359741,66.75090789794922,319,,,,
4,,52.246795654296875,-0.11149740219116211,70.96414184570312,339,,,,
4,,47.53959274291992,0.08613771200180054,60.6128044128418,359,,,,
4,,44.810482025146484,0.3972710967063904,58.504512786865234,379,,,,
4,,,,,389,,41.63948059082031,0.3270498514175415,52.65483474731445
,0.0007737809374999998,,,,390,,,,
5,,36.26312255859375,0.4644961357116699,47.23306655883789,399,,,,
5,,37.7540168762207,0.37434864044189453,44.43168258666992,419,,,,
5,,47.0328254699707,0.016398072242736816,63.94114303588867,439,,,,
5,,36.67616653442383,0.011962711811065674,55.942745208740234,459,,,,
5,,,,,467,,40.68647384643555,0.3723537027835846,50.99000930786133
,0.0007350918906249997,,,,468,,,,
6,,45.855430603027344,0.1343335509300232,55.935794830322266,479,,,,
6,,28.21004295349121,0.6563794016838074,38.43426513671875,499,,,,
6,,54.347415924072266,0.026017189025878906,67.10543823242188,519,,,,
6,,44.75487518310547,0.39250636100769043,54.77425765991211,539,,,,
6,,,,,545,,40.882999420166016,0.35127630829811096,51.878047943115234
,0.0006983372960937497,,,,546,,,,
7,,48.55316162109375,0.1829177737236023,64.04863739013672,559,,,,
7,,43.55665969848633,0.3875284194946289,51.52640914916992,579,,,,
7,,43.26949691772461,0.17871743440628052,52.090702056884766,599,,,,
7,,35.87617874145508,0.5028986930847168,47.52518844604492,619,,,,
7,,,,,623,,39.244747161865234,0.38419461250305176,50.317779541015625
,0.0006634204312890621,,,,624,,,,
8,,38.59375762939453,0.4269601106643677,51.60963439941406,639,,,,
8,,41.39019775390625,0.3235095143318176,54.721988677978516,659,,,,
8,,37.576847076416016,0.4286981225013733,48.75334930419922,679,,,,
8,,35.5062370300293,0.5807034969329834,46.32110595703125,699,,,,
8,,,,,701,,38.42353439331055,0.4007611572742462,49.34483337402344
,0.000630249409724609,,,,702,,,,
9,,58.91775131225586,0.03355205059051514,78.82854461669922,719,,,,
