epoch,loss,lr-Adam,r2,rmse,step,test_rmse,val_r2,val_rmse
,,0.001,,,0,,,
0,0.5861156582832336,,-0.07802903652191162,0.9252950549125671,4,,,
0,0.7328084111213684,,0.008737504482269287,0.8743224143981934,9,,,
0,0.982694149017334,,-0.33027970790863037,1.1703096628189087,14,,,
0,1.155513048171997,,0.021202683448791504,1.3440977334976196,19,,,
0,0.8654415607452393,,-0.0017527341842651367,1.0768057107925415,24,,,
0,0.6500492691993713,,0.026385068893432617,0.9172435998916626,29,,,
0,0.9570564031600952,,0.08794373273849487,1.253021240234375,34,,,
0,0.7249274849891663,,-0.1819223165512085,0.850166380405426,39,,,
0,0.8364300727844238,,-0.06252765655517578,1.0169614553451538,44,,,
0,0.7217555046081543,,0.05702865123748779,1.0072003602981567,49,,,
0,,,,,49,,-0.5162907242774963,0.9612133502960205
,,0.00095,,,50,,,
1,0.6417056918144226,,-0.23441994190216064,0.8358017802238464,54,,,
1,0.7360943555831909,,0.013605713844299316,0.9683457612991333,59,,,
1,0.3622511327266693,,0.271980881690979,0.5046494007110596,64,,,
1,0.547886073589325,,0.2890312075614929,0.7826279401779175,69,,,
1,0.6620856523513794,,0.36690717935562134,0.8054869174957275,74,,,
1,0.4280470609664917,,0.11192315816879272,0.5916536450386047,79,,,
1,1.0748134851455688,,-0.11647927761077881,1.3599616289138794,84,,,
1,0.8334598541259766,,0.17228221893310547,1.0155431032180786,89,,,
1,0.6369780898094177,,0.18884897232055664,0.781039834022522,94,,,
1,0.5145324468612671,,0.19371718168258667,0.6398490071296692,99,,,
1,,,,,99,,-0.19772569835186005,0.8882796764373779
,,0.0009025,,,100,,,
2,0.5767762064933777,,-0.2991762161254883,0.7452935576438904,104,,,
2,0.6801241040229797,,0.25047075748443604,0.9269914627075195,109,,,
2,0.8547529578208923,,-0.06173372268676758,1.1537680625915527,114,,,
2,0.8290319442749023,,0.1196666955947876,1.0414528846740723,119,,,
2,0.8476510643959045,,0.10126632452011108,1.0729302167892456,124,,,
2,0.6540114283561707,,0.1088905930519104,0.8050667643547058,129,,,
2,0.6598873138427734,,0.40911322832107544,0.7730361819267273,134,,,
2,0.6952574849128723,,-0.06167781352996826,0.9277529120445251,139,,,
2,0.7029501795768738,,0.35101544857025146,0.9335761070251465,144,,,
2,0.6118350028991699,,0.3640429377555847,0.7414900660514832,149,,,
2,,,,,149,,-0.6726036071777344,1.0280812978744507
,,0.000857375,,,150,,,
3,0.8171792030334473,,0.21572345495224,1.0980669260025024,154,,,
3,0.5057122111320496,,0.40384483337402344,0.6943716406822205,159,,,
3,0.6734065413475037,,0.4855884909629822,0.8109027743339539,164,,,
3,0.6357126832008362,,0.23466962575912476,0.7680455446243286,169,,,
3,1.0754985809326172,,-0.13183867931365967,1.411603331565857,174,,,
3,0.667730987071991,,0.07658350467681885,0.8727527856826782,179,,,
3,0.7000218629837036,,0.012407183647155762,0.9394767880439758,184,,,
3,0.8029941320419312,,0.18609833717346191,1.0659977197647095,189,,,
3,0.6804551482200623,,0.18386363983154297,0.8585272431373596,194,,,
3,0.6735154390335083,,-0.059786319732666016,0.8960957527160645,199,,,
3,,,,,199,,-0.7376720309257507,0.9964368939399719
,,0.0008145062499999999,,,200,,,
4,0.6418026685714722,,0.30242156982421875,0.7875435948371887,204,,,
4,0.604638397693634,,0.20604044198989868,0.7566285133361816,209,,,
4,1.0659610033035278,,-0.2814157009124756,1.2500358819961548,214,,,
4,0.8520605564117432,,0.2971002459526062,1.0679422616958618,219,,,
4,0.5143759846687317,,-0.1253288984298706,0.6567140817642212,224,,,
4,0.5777384638786316,,0.3059600591659546,0.7814477682113647,229,,,
4,0.46934494376182556,,0.3355538249015808,0.6074221730232239,234,,,
4,0.553985059261322,,0.03963667154312134,0.7064878940582275,239,,,
4,0.846792459487915,,-0.06892931461334229,0.9852300882339478,244,,,
4,0.6862316131591797,,0.19674152135849,0.9398132562637329,249,,,
4,,,,,249,,-0.3687877357006073,0.8881343603134155
,,0.0007737809374999998,,,250,,,
5,0.817154049873352,,0.41617637872695923,0.9344845414161682,254,,,
5,0.8489078283309937,,-0.25264084339141846,1.0129492282867432,259,,,
5,0.6807628273963928,,-0.264567494392395,0.860602617263794,264,,,
5,0.7114744782447815,,0.36385512351989746,0.906971275806427,269,,,
5,0.71446692943573,,-0.11115562915802002,0.9993138313293457,274,,,
5,0.5232866406440735,,0.25131553411483765,0.6926366686820984,279,,,
5,0.6719998717308044,,0.23831355571746826,0.8127131462097168,284,,,
5,0.8370842933654785,,0.2920432686805725,0.9674600958824158,289,,,
5,0.698555052280426,,0.22536921501159668,0.8907784819602966,294,,,
5,0.5871803164482117,,0.6047466993331909,0.7478008270263672,299,,,
5,,,,,299,,-0.1621817648410797,0.827788770198822
,,0.0007350918906249997,,,300,,,
6,0.43745699524879456,,0.6319613456726074,0.5940031409263611,304,,,
6,0.7037423253059387,,0.2278270125389099,0.9169251918792725,309,,,
6,0.7529298067092896,,0.2640950083732605,0.9946101903915405,314,,,
6,0.5013023614883423,,-0.37024688720703125,0.6829445362091064,319,,,
6,0.4619733691215515,,0.2969158887863159,0.5467789173126221,324,,,
6,0.9163461923599243,,0.016180098056793213,1.1706609725952148,329,,,
6,0.6652894020080566,,0.24013584852218628,0.8683101534843445,334,,,
6,0.8628506064414978,,0.12791383266448975,1.0336767435073853,339,,,
6,0.8001939654350281,,0.18016839027404785,0.9889567494392395,344,,,
6,0.8843203783035278,,-0.07357609272003174,1.2146925926208496,349,,,
6,,,,,349,,-0.043468281626701355,0.816405713558197
,,0.0006983372960937497,,,350,,,
7,0.3549591302871704,,0.4236299991607666,0.47886142134666443,354,,,
7,0.7122867107391357,,0.4111477732658386,0.8757312893867493,359,,,
7,0.7647506594657898,,0.36530619859695435,0.920515775680542,364,,,
7,0.6315165758132935,,0.2856566905975342,0.8275320529937744,369,,,
7,0.9781101942062378,,-0.0640413761138916,1.2239563465118408,374,,,
7,0.5782080292701721,,0.4008321166038513,0.7376989722251892,379,,,
7,0.7884835004806519,,-0.33779430389404297,1.1952067613601685,384,,,
7,0.8316948413848877,,0.38652271032333374,0.9431970119476318,389,,,
7,0.5206958055496216,,0.40455353260040283,0.7942674160003662,394,,,
7,0.5544105768203735,,0.3669395446777344,0.6920820474624634,399,,,
7,,,,,399,,-0.3385086953639984,0.8383346796035767
,,0.0006634204312890621,,,400,,,
8,0.6977531909942627,,0.2728111743927002,1.0363270044326782,404,,,
8,0.5293951034545898,,0.2500757575035095,0.6397696733474731,409,,,
8,0.4977140426635742,,0.2289823293685913,0.7071868181228638,414,,,
8,0.6430439949035645,,0.46609580516815186,0.813435971736908,419,,,
8,0.7335332632064819,,0.12356299161911011,0.8504264950752258,424,,,
8,0.5363560914993286,,0.4791851043701172,0.6893760561943054,429,,,
8,0.48400360345840454,,0.42318129539489746,0.6383153200149536,434,,,
8,0.564706563949585,,0.37648218870162964,0.7677977681159973,439,,,
8,0.6572526693344116,,0.0006182193756103516,0.8409767746925354,444,,,
8,0.7333427667617798,,0.3594059348106384,0.8821535706520081,449,,,
8,,,,,449,,-0.45298758149147034,0.844327986240387
,,0.000630249409724609,,,450,,,
9,0.763159990310669,,0.3704942464828491,0.9535902738571167,454,,,
9,0.2653973400592804,,0.7264030575752258,0.34563007950782776,459,,,
9,0.7875802516937256,,0.4645593762397766,1.0053596496582031,464,,,
9,0.6420416831970215,,-0.527907133102417,0.8890209197998047,469,,,
9,0.6432722210884094,,-0.05122113227844238,0.9520800113677979,474,,,
9,0.5952578783035278,,0.3798787593841553,0.6870076060295105,479,,,
9,0.7336620688438416,,0.3408313989639282,0.8922976851463318,484,,,
9,0.5385621786117554,,0.21369218826293945,0.7105639576911926,489,,,
9,0.9228429198265076,,-0.10743188858032227,1.1248542070388794,494,,,
9,0.7141174674034119,,0.350150465965271,0.8797093033790588,499,,,
9,,,,,499,,-0.4140353500843048,0.8348473906517029
,,0.0005987369392383785,,,500,,,
10,0.5183383226394653,,-0.376625657081604,0.6394637227058411,504,,,
10,0.6329569816589355,,0.38842689990997314,0.8029288649559021,509,,,
10,0.5215063691139221,,0.47448939085006714,0.7223666310310364,514,,,
10,0.839548647403717,,0.10124903917312622,0.9978996515274048,519,,,
10,0.6074537038803101,,0.49092555046081543,0.827116072177887,524,,,
10,0.7266826629638672,,-0.33228492736816406,1.0702803134918213,529,,,
10,0.7146730422973633,,0.3180345296859741,0.8913756608963013,534,,,
10,0.7694377899169922,,0.07943826913833618,0.9468891024589539,539,,,
10,0.4458041787147522,,0.6577705144882202,0.5561192035675049,544,,,
10,0.6040812730789185,,0.22303825616836548,0.7602230906486511,549,,,
10,,,,,549,,-0.18253767490386963,0.829281747341156
,,0.0005688000922764595,,,550,,,
11,0.42163822054862976,,0.5725904703140259,0.517130970954895,554,,,
11,0.5343905687332153,,0.5106068849563599,0.62726891040802,559,,,
11,0.5964657664299011,,0.41156601905822754,0.7297685742378235,564,,,
11,0.8227161169052124,,0.21730905771255493,0.9780564904212952,569,,,
11,0.4904823899269104,,0.6197899580001831,0.5696495771408081,574,,,
11,0.6073633432388306,,-0.07848525047302246,0.7878185510635376,579,,,
11,0.38394129276275635,,0.4848984479904175,0.5024415254592896,584,,,
11,0.5956761837005615,,0.5356144309043884,0.775290310382843,589,,,
11,0.9162995219230652,,0.06980043649673462,1.167274832725525,594,,,
11,0.5915219783782959,,-0.4458191394805908,0.7529410719871521,599,,,
11,,,,,599,,-0.35957953333854675,0.8190757632255554
,,0.0005403600876626365,,,600,,,
12,0.7181790471076965,,0.2507007122039795,0.8746299147605896,604,,,
12,0.5732007026672363,,0.40780162811279297,0.7775279879570007,609,,,
12,0.576572060585022,,0.3746733069419861,0.7605904340744019,614,,,
12,0.6198269128799438,,0.3827149271965027,0.8107159733772278,619,,,
12,0.52434903383255,,0.5862985849380493,0.7249229550361633,624,,,
12,0.7619472742080688,,-7.8843183517456055,1.0706887245178223,629,,,
12,0.5378214716911316,,0.2040787935256958,0.7407384514808655,634,,,
12,0.5732123851776123,,0.407203733921051,0.6916182041168213,639,,,
12,0.7214295268058777,,0.2115994691848755,0.8922635912895203,644,,,
12,0.5922813415527344,,0.487413227558136,0.6635640263557434,649,,,
12,,,,,649,,-0.014546184800565243,0.804276168346405
,,0.0005133420832795047,,,650,,,
13,0.6540639996528625,,0.41790109872817993,0.7538716793060303,654,,,
13,0.31442931294441223,,0.5658726692199707,0.4106397032737732,659,,,
13,0.6851135492324829,,0.20934557914733887,0.8716771006584167,664,,,
13,0.6767833232879639,,0.18216854333877563,0.9515067934989929,669,,,
13,0.36146387457847595,,0.4706323742866516,0.4653150141239166,674,,,
13,1.0278849601745605,,-0.028753280639648438,1.359165072441101,679,,,
13,0.7316314578056335,,0.4540279507637024,0.8797536492347717,684,,,
13,0.6935304999351501,,0.3408527374267578,0.8862174153327942,689,,,
13,0.48167622089385986,,0.2518564462661743,0.6011267304420471,694,,,
13,0.7175396680831909,,0.5852612257003784,0.8602937459945679,699,,,
13,,,,,699,,-0.10124317556619644,0.7732158303260803
,,0.00048767497911552944,,,700,,,
14,0.4611673057079315,,0.6660705804824829,0.5895397663116455,704,,,
14,0.6224197745323181,,0.5923963785171509,0.8063058853149414,709,,,
14,1.0359939336776733,,-0.8489686250686646,1.5689607858657837,714,,,
14,0.6347001194953918,,0.4600609540939331,0.7102323174476624,719,,,
14,0.4818699359893799,,0.5940247774124146,0.6228377223014832,724,,,
14,0.6111063957214355,,0.5053812265396118,0.7102714776992798,729,,,
14,0.7830121517181396,,-0.1813138723373413,1.0909322500228882,734,,,
14,0.5098381638526917,,0.5789686441421509,0.6169213056564331,739,,,
14,0.6613397598266602,,0.031036376953125,0.8474823236465454,744,,,
14,0.6090377569198608,,0.2166195511817932,0.8476859331130981,749,,,
14,,,,,749,,-0.06219523027539253,0.8092195391654968
,,0.00046329123015975297,,,750,,,
15,0.6425784826278687,,0.5090826749801636,0.7493746280670166,754,,,
15,0.6544837355613708,,0.3669244050979614,0.7776944637298584,759,,,
15,0.6831952929496765,,0.5134990811347961,0.7802072167396545,764,,,
15,0.6668738126754761,,-0.6374428272247314,0.7758391499519348,769,,,
15,0.6439934968948364,,0.4008752703666687,0.7779703736305237,774,,,
15,0.7471479177474976,,0.11013150215148926,1.0090436935424805,779,,,
15,0.46210038661956787,,-0.137894868850708,0.5983290672302246,784,,,
15,0.6533079147338867,,0.3970596194267273,0.8340576887130737,789,,,
15,0.3778681755065918,,0.32484835386276245,0.47438958287239075,794,,,
15,0.8948402404785156,,0.195095956325531,1.0933196544647217,799,,,
15,,,,,799,,-0.08467015624046326,0.8220459818840027
,,0.0004401266686517653,,,800,,,
16,0.4749397337436676,,0.4577881097793579,0.5551934242248535,804,,,
