code;smiles;cation;anion;MP
mo-a,1;C[N+]1(CC=C)CCOCC1;pz-3,1,1[3],1[5];ntf2;290.2
mo-a,2;CC[N+]1(CC=C)CCOCC1;trz123-8,1;ntf2;248.5
mo-2o1,1;COCC[N+]1(C)CCOCC1;trz123-10,1;ntf2;274.8
guad-(1,1),(1,1),(1,1);CN(C)C(N(C)C)=[N+](C)C;trz123-12,1;ntf2;290.6
guad-(2,1),(1,1),(1,1);CCN(C)C(N(C)C)=[N+](C)C;trz123-1ph,1,ph[4];ntf2;354.2
guad-(2,2),(1,1),(1,1);CCN(CC)C(N(C)C)=[N+](C)C;trz123-ph,1,6[4];ntf2;344.2
guad-(3,1),(1,1),(1,1);CCCN(C)C(N(C)C)=[N+](C)C;trz124-10,1;ntf2;276.1
guad-(3,2),(1,1),(1,1);CCCN(CC)C(N(C)C)=[N+](C)C;trz124-12,1;ntf2;293,0
guad-(3,3),(1,1),(1,1);CCCN(CCC)C(N(C)C)=[N+](C)C;py-2;ntf2;303.7
guad-(4,1),(1,1),(1,1);CCCCN(C)C(N(C)C)=[N+](C)C;py-3;ntf2;317.6
guad-(2o2,2o1),(1,1),(1,1);CCOCCN(C)C(N(C)CCOC)=[N+](C)C;py-4;ntf2;299.1
cguad-(2,1),1,1;CC[N+](C)=C1N(C)CCN1C;py-5;ntf2;272.8
cguad-(2,2),1,1;CC[N+](CC)=C1N(C)CCN1C;py-6;ntf2;274.7
cguad-(3,1),1,1;CCC[N+](C)=C1N(C)CCN1C;py-7;ntf2;272,0
p-2,2,2,2;CC[P+](CC)(CC)CC;py-8;ntf2;261.2
p-3,1,1,1;CCC[P+](C)(C)C;py-10;ntf2;274,0
p-4i,1,1,1;CC(C)C[P+](C)(C)C;py-1ph;ntf2;279.6
p-4,2,2,2;CCCC[P+](CC)(CC)CC;py-1ch;ntf2;314.9
p-4,4,4,1;CCCC[P+](C)(CCCC)CCCC;py-3,1[3];ntf2;273.2
p-4,4,4,2;CCCC[P+](CC)(CCCC)CCCC;py-4,1[4];ntf2;287.3
p-a,1,1,1;C[P+](C)(C)CC=C;py-8,1[4];ntf2;280.2
p-a,4,4,4;CCCC[P+](CCCC)(CCCC)CC=C;py-4,coo4[3];ntf2;288,0
p-3chch2,2,2,2;CC[P+](CC)(CC)CCCC=C;py-1cn;ntf2;317.2
p-4,4,4,4;CCCC[P+](CCCC)(CCCC)CCCC;py-2,cn[2];ntf2;310.2
p-5,2,2,2;CCCCC[P+](CC)(CC)CC;py-2,cn[3];ntf2;346.2
p-12,2,2,2;CCCCCCCCCCCC[P+](CC)(CC)CC;py-2,cn[4];ntf2;307.2
p-14,4,4,4;CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC;py-6,cn[4];ntf2;281.7
p-6,1,1,1;CCCCCC[P+](C)(C)C;py-8,cn[3];ntf2;287.9
p-6,4,4,4;CCCCCC[P+](CCCC)(CCCC)CCCC;py-8,cn[4];ntf2;303.2
p-8,4,4,4;CCCCCCCC[P+](CCCC)(CCCC)CCCC;py-6,1[3],dma[4];ntf2;271,0
p-8,8,8,1;CCCCCCCC[P+](C)(CCCCCCCC)CCCCCCCC;py-2,1[f][3];ntf2;301.7
p-8,8,8,3;CCCCCCCC[P+](CCC)(CCCCCCCC)CCCCCCCC;py-2,1[f][4];ntf2;302.7
p-8,8,8,8;CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC;quin-6;ntf2;317.2
p-12,4,4,4;CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC;quini-4;ntf2;321,0
p-12,8,8,8;CCCCCCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC;qu-1,1;ntf2;323.6
p-14,6,6,6;CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC;qu-2,2;ntf2;333.7
p-14,8,8,8;CCCCCCCCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC;pyrl-1,o2;ntf2;311.6
p-18,4,4,4;CCCCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC;pyrl-2,o1;ntf2;312.6
p-1o1,1,1,1;COC[P+](C)(C)C;pyrl-2,o2;ntf2;302.2
p-1o1,2,2,2;CC[P+](CC)(CC)COC;cap-1,o2;ntf2;317.6
p-2o1,2,2,2;CC[P+](CC)(CC)CCOC;n-2;ntf2;321.2
pphin-4,1;CCCC[P+]1(C)CCCCC1;n-1,1,1;ntf2;357.4
pphol-4,1;CCCC[P+]1(C)CCCC1;n-2,2,2;ntf2;276.2
s-1,1,1;C[S+](C)C;n-2,2,2,2;ntf2;374.2
s-2,1,1;CC[S+](C)C;n-3,1,1,1;ntf2;292.2
s-2,2,1;CC[S+](C)CC;n-3,2,1,1;ntf2;264.2
s-2,2,2;CC[S+](CC)CC;n-3,2,2,1;ntf2;287.2
s-3,2,2;CCC[S+](CC)CC;n-3,3,2,1;ntf2;295.2
s-4,1,1;CCCC[S+](C)C;n-4,1,1,1;ntf2;285.975
s-4,2,2;CCCC[S+](CC)CC;n-4,2,2,1;ntf2;283.2
s-6,1,1;CCCCCC[S+](C)C;n-4,3i,1,1;ntf2;283,0
tht-1;C[S+]1CCCC1;n-4,4,4,1;ntf2;300,0
tht-2;CC[S+]1CCCC1;n-5,5,5,5;ntf2;298.4
tht-3;CCC[S+]1CCCC1;n-6,1,1,1;ntf2;305.2
tht-4;CCCC[S+]1CCCC1;n-6,4,4,4;ntf2;298.033333333333
thtp-3;CCC[S+]1CCCCC1;n-6,6,6,6;ntf2;265.7
thtp-4;CCCC[S+]1CCCCC1;n-7,7,7,7;ntf2;284.4
cprop-(n-2,1),(n-1,1),(n-1,1);CCN(C)c1c(N(C)C)[c+]1N(C)C;n-8,1,1,1;ntf2;280.2
cprop-(n-2,1),(n-2,1),(n-2,1);CCN(C)c1c(N(C)CC)[c+]1N(C)CC;n-8,8,8,1;ntf2;223.2
cprop-(n-2,2),(n-1,1),(n-1,1);CCN(CC)c1c(N(C)C)[c+]1N(C)C;n-10,2,2,2;ntf2;264,0
cprop-(n-2,2),(n-2,2),(n-1,1);CCN(CC)c1c(N(CC)CC)[c+]1N(C)C;n-10,3i,1,1;ntf2;270,0
cprop-(n-2,2),(n-2,2),(n-2,2);CCN(CC)c1c(N(CC)CC)[c+]1N(CC)CC;n-12,2,2,2;ntf2;279.6
cprop-(n-3,1),(n-1,1),(n-1,1);CCCN(C)c1c(N(C)C)[c+]1N(C)C;n-14,2,2,2;ntf2;294.3
cprop-(n-3,3),(n-1,1),(n-1,1);CCCN(CCC)c1c(N(C)C)[c+]1N(C)C;n-1ph,2,2,2;ntf2;314.2
cprop-(n-3,3),(n-3,3),(n-3,3);CCCN(CCC)c1c(N(CCC)CCC)[c+]1N(CCC)CCC;n-2oh,2,1,1;ntf2;279.2
cprop-(n-4,1),(n-1,1),(n-1,1);CCCCN(C)c1c(N(C)C)[c+]1N(C)C;n-2o1,1,1,1;ntf2;310.2
cprop-(n-4,4),(n-2,2),(n-2,2);CCCCN(CCCC)c1c(N(CC)CC)[c+]1N(CC)CC;n-2o1,2,2,2;ntf2;293.2
cprop-(n-4,4),(n-4,4),(n-4,4);CCCCN(CCCC)c1c(N(CCCC)CCCC)[c+]1N(CCCC)CCCC;n-2o2,2,2,2;ntf2;279.9
cprop-(n-5,5),(n-5,5),(n-5,5);CCCCCN(CCCCC)c1c(N(CCCCC)CCCCC)[c+]1N(CCCCC)CCCCC;n-2o2,4,4,4;ntf2;283.25
cprop-(n-6,1),(n-1,1),(n-1,1);CCCCCCN(C)c1c(N(C)C)[c+]1N(C)C;n-1o1,2,2,2;ntf2;270.2
cprop-(n-6,6),(n-1,1),(n-1,1);CCCCCCN(CCCCCC)c1c(N(C)C)[c+]1N(C)C;n-1o[c12],2odoe,1,1;ntf2;298.4
cprop-(n-6,6),(n-6,6),(n-6,6);CCCCCCN(CCCCCC)c1c(N(CCCCCC)CCCCCC)[c+]1N(CCCCCC)CCCCCC;n-1coo2,3,3,3;ntf2;341.2
cprop-(n-10,10),(n-10,10),(n-10,10);CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC;n-3(1[f]),2,2,1;ntf2;309.2
tfesi;FC(F)(F)COS(=O)(=O)[N-]S(=O)(=O)OCC(F)(F)F;n-3cn,1,1,1;ntf2;331.3
fsa;FS(=O)(=O)[N-]S(F)(=O)=O;n-1(1[1])coo1;ntf2;256.2
ntf2;FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F;n=c-o1,1,1;ntf2;310.8
c1c2;FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F;n=c-o2,1,1;ntf2;313.25
npf2;FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F;n=c1-o2,1,1;ntf2;306.3
im44;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;n=c1-o2,2,2;ntf2;327,0
tsac;FC(F)(F)C(=O)[N-]S(=O)(=O)C(F)(F)F;pyr;ntf2;310.2
dca;N#C[N-]C#N;pyr-1;ntf2;356.2
ncnno2;[O-][N+](=O)[N-]C#N;pyr-1,1;ntf2;406.2
ccn3;N#C[C-](C#N)C#N;pyr-2,1;ntf2;363.3
tca;N#C[C-](C=C(C#N)C#N)C#N;pyr-3,1;ntf2;282.683333333333
tca-1;CC([C-](C#N)C#N)=C(C#N)C#N;pyr-4,1;ntf2;261.4
tca-1cn;N#CCC([C-](C#N)C#N)=C(C#N)C#N;pyr-4i,1;ntf2;276.733333333333
bf4;F[B-](F)(F)F;pyr-4,2;ntf2;258.2
bf3-3;CCC[B-](F)(F)F;pyr-5,1;ntf2;283.4
bf3-4;CCCC[B-](F)(F)F;pyr-6,1;ntf2;274.6
bf3-5;CCCCC[B-](F)(F)F;pyr-7,1;ntf2;286.85
bf3-1[f];F[B-](F)(F)C(F)(F)F;pyr-8,1;ntf2;260.6
bf3-2[f];F[B-](F)(F)C(F)(F)C(F)(F)F;pyr-10,1;ntf2;283.5
bf3-3[f];F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F;pyr-a,1;ntf2;284.2
bf3-4[f];F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;pyr-1ch,1;ntf2;283.7
bf3-2[f]o1[f];F[B-](F)(F)C(F)(F)C(F)(F)OC(F)(F)F;pyr-1o1,1;ntf2;252.2
bf3-3icn;C[C@@H](CC#N)[B-](F)(F)F;pyr-2oh,1;ntf2;248.2
bob;O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2;pyr-3oh,1;ntf2;285.2
bf2ox;F[B-]1(F)OC(=O)C(=O)O1;pyr-3(1[f]),1;ntf2;300.2
tcb;N#C[B-](C#N)(C#N)C#N;pip-3,1;ntf2;285.1
bfcn3;F[B-](C#N)(C#N)C#N;pip-4,1;ntf2;248.2
bf2cn2;F[B-](F)(C#N)C#N;pip-4i,1;ntf2;287.9
bcn3-1[f];FC(F)(F)[B-](C#N)(C#N)C#N;pip-4,2;ntf2;279.8
bf2cn-1[f];F[B-](F)(C#N)C(F)(F)F;pip-a,1;ntf2;282.2
bf2cn-2[f];F[B-](F)(C#N)C(F)(F)C(F)(F)F;pip-2oh,1;ntf2;250.2
bf2cn-3[f];F[B-](F)(C#N)C(F)(F)C(F)(F)C(F)(F)F;pip-2oh,2;ntf2;253.2
bf2cn-4[f];F[B-](F)(C#N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;pip-3(1[f]),1;ntf2;299.2
bfcn2-1[f];F[B-](C#N)(C#N)C(F)(F)F;dabco-6;ntf2;305,0
bfcn2-2[f];F[B-](C#N)(C#N)C(F)(F)C(F)(F)F;azp-6,1;ntf2;252.2
tfpb;FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F;ox-4,1;ntf2;285.2
pf6;F[P-](F)(F)(F)(F)F;mo-4,1;ntf2;308.2
fap;FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F;mo-a,1;ntf2;317.2
so3-1;CS([O-])(=O)=O;mo-a,2;ntf2;315.2
so3-2;CCS([O-])(=O)=O;guad-(1,1),(1,1),(1,1);ntf2;360.1
so3-4;CCCCS([O-])(=O)=O;guad-(2,1),(1,1),(1,1);ntf2;291.4
so3-8;CCCCCCCCS([O-])(=O)=O;guad-(2,2),(1,1),(1,1);ntf2;283.1
behss;CCCC[C@H](CC)COC(=O)C[C@@H](C(=O)OC[C@@H](CC)CCCC)S([O-])(=O)=O;guad-(3,1),(1,1),(1,1);ntf2;273.6
tehss;CCCCCCOC(=O)C[C@H]([C@@H](C(=O)OCCCCCC)S([O-])(=O)=O)C(=O)OCCCCCC;guad-(3,2),(1,1),(1,1);ntf2;271.6
so3-ph1;Cc1ccc(cc1)S([O-])(=O)=O;guad-(3,3),(1,1),(1,1);ntf2;286.1
so3-nh2;NS([O-])(=O)=O;guad-(2o2,2o1),(1,1),(1,1);ntf2;281.6
so3-6;CCCCCCS([O-])(=O)=O;cguad-(2,1),1,1;ntf2;263.9
hso4;OS([O-])(=O)=O;cguad-(2,2),1,1;ntf2;297.1
so4-1;COS([O-])(=O)=O;p-3,1,1,1;ntf2;313.2
so4-2;CCOS([O-])(=O)=O;p-4,2,2,2;ntf2;328.2
so4-4;CCCCOS([O-])(=O)=O;p-4,4,4,1;ntf2;289.6
so4-5;CCCCCOS([O-])(=O)=O;p-a,4,4,4;ntf2;302.1
so4-8;CCCCCCCCOS([O-])(=O)=O;p-3chch2,2,2,2;ntf2;285.2
so4-1,1[f];[O-]S(=O)(=O)OCC(F)(F)F;p-5,2,2,2;ntf2;289.7
so4-1,1[f],chf2;[O-]S(=O)(=O)OCC(F)(F)C(F)F;p-12,2,2,2;ntf2;286.2
so4-1,3[f],chf2;[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F;p-6,1,1,1;ntf2;294.2
so4-3,2[f];[O-]S(=O)(=O)OCCCC(F)(F)C(F)(F)F;p-8,8,8,8;ntf2;284.3
h2po4;OP(O)([O-])=O;p-12,4,4,4;ntf2;286.6
po2-o1,o1;COP([O-])(=O)OC;p-1o1,1,1,1;ntf2;286.2
po2-o4,o4;CCCCOP([O-])(=O)OCCCC;p-1o1,2,2,2;ntf2;287.2
otf;[O-]S(=O)(=O)C(F)(F)F;p-2o1,2,2,2;ntf2;283.2
so3-2[f];[O-]S(=O)(=O)C(F)(F)C(F)(F)F;pphin-4,1;ntf2;279.2
so3-4[f];[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;pphol-4,1;ntf2;288.2
so3-8[f];[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;s-1,1,1;ntf2;320.6
albr4;Br[Al-](Br)(Br)Br;s-2,1,1;ntf2;292.3
al(ohfip)4;FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F;s-2,2,1;ntf2;253.5
asf6;F[As-](F)(F)(F)(F)F;s-2,2,2;ntf2;262.8
hf2;;s-3,2,2;ntf2;250,0
cl;[Cl-];s-4,1,1;ntf2;269.6
br;[Br-];s-4,2,2;ntf2;244.3
i;[I-];s-6,1,1;ntf2;316.7
no3;[O-][N+]([O-])=O;tht-1;ntf2;371.2
clo4;[O-][Cl](=O)(=O)=O;tht-2;ntf2;342.2
scn;[S-]C#N;tht-3;ntf2;299.2
for;[O-]C=O;thtp-3;ntf2;303.2
ac;CC([O-])=O;thtp-4;ntf2;263.2
6ac;CCCCCCCC([O-])=O;cprop-(n-2,1),(n-1,1),(n-1,1);ntf2;336.2
16ac;CCCCCCCCCCCCCCCCCC([O-])=O;cprop-(n-2,1),(n-2,1),(n-2,1);ntf2;280.2
glyc;OCC([O-])=O;cprop-(n-2,2),(n-1,1),(n-1,1);ntf2;317.2
ph-coo;[O-]C(=O)c1ccccc1;cprop-(n-2,2),(n-2,2),(n-1,1);ntf2;290.2
van;COc1cc(ccc1O)C([O-])=O;cprop-(n-2,2),(n-2,2),(n-2,2);ntf2;291.2
herbicide-2,4-DP;C[C@@H](Oc1ccc(Cl)cc1Cl)C([O-])=O;cprop-(n-3,1),(n-1,1),(n-1,1);ntf2;293.2
nicot;[O-]C(=O)c1cccnc1;cprop-(n-3,3),(n-1,1),(n-1,1);ntf2;325.2
tfa;[O-]C(=O)C(F)(F)F;cprop-(n-3,3),(n-3,3),(n-3,3);ntf2;307.2
tfa-2[f];[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F;cprop-(n-4,1),(n-1,1),(n-1,1);ntf2;279.2
tfa-3[f];[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;cprop-(n-4,4),(n-2,2),(n-2,2);ntf2;269.2
tfa-6[f];[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;cprop-(n-4,4),(n-4,4),(n-4,4);ntf2;280.2
gly;NCC([O-])=O;cprop-(n-5,5),(n-5,5),(n-5,5);ntf2;277.2
ala;C[C@H](N)C([O-])=O;cprop-(n-6,1),(n-1,1),(n-1,1);ntf2;259.2
la;C[C@H](O)C([O-])=O;cprop-(n-6,6),(n-1,1),(n-1,1);ntf2;294.2
val;CC(C)[C@H](N)C([O-])=O;cprop-(n-6,6),(n-6,6),(n-6,6);ntf2;276.2
acsul;CC1=CC(=O)[N-]S(=O)(=O)O1;cprop-(n-10,10),(n-10,10),(n-10,10);ntf2;281.2
sac;O=C1[N-]S(=O)(=O)c2ccccc12;im-1;npf2;284.2
pyrrolide-cn[2];N#Cc1ccc[n-]1;im-1,1;npf2;288.2
;;im-2,1;npf2;288.45
;;im-4,1;npf2;280.2
;;im-10,1;npf2;285.7
;;im-18,1;npf2;288.45
;;py-4;npf2;322.2
;;py-4,1[3],1[5];npf2;291.7
;;py-8,1[4];npf2;275.2
;;n-2,2,2,2;npf2;319.7
;;n-4,4,4,4;npf2;423.2
;;pyr-4,1;npf2;279.95
;;pyr-2o1,1;npf2;281,0
;;p-4,4,4,4;npf2;418.2
;;p-14,6,6,6;npf2;271.2
;;im-1;no3;343.2
;;im-2;no3;304.2
;;im-1,1;no3;350.7
;;im-2,1;no3;348.2
;;im-4,1;no3;275.3
;;pyrro;no3;281.2
;;epslac;no3;318.2
;;n-1;no3;381.05
;;n-2;no3;285.866666666667
;;n-3;no3;277.2
;;n-1,1;no3;350.7
;;n-2,2;no3;378.2
;;n-2,2,2;no3;388.2
;;n-4,4,4;no3;294.7
;;n-2eh,2eh,1,1;no3;353.2
;;n-2oh;no3;286.1
;;n-2oh,2oh;no3;345.2
;;n-2oh,2oh,2oh;no3;353.2
;;n-2o1;no3;310.2
;;n-1coo1;no3;317.2
;;n-1(1[1])coo1;no3;334.2
;;n-1(1[1])coo2;no3;256.2
;;n-1(4i[1])coo1;no3;348.2
;;n-1(4s[1])coo1;no3;259.2
;;n-1(2oh[2][1])coo1;no3;261.2
;;n-1(3i[1])coo1;no3;347.2
;;pyr;no3;258.2
;;pyr-a,1;no3;283.2
;;guad-(3,1),(1,1),(1,1);no3;482.2
;;guad-(4,1),(1,1),(1,1);no3;345.2
;;cguad-(3,1),1,1;no3;304.2
;;tht-1;no3;389.2
;;tht-2;no3;291.2
;;tht-4;no3;327.2
;;n-2eh,2eh,1,1;nicot;497.2
;;n-nh2,2,1,1;ncnno2;298.6
;;n-nh2,4,1,1;ncnno2;282.2
;;n-2oh;la;214.6
;;n-2oh,2oh,2oh;la;218.3
;;n-2o2oh;la;217.6
;;n-1coo12,1,1,1;la;312.2
;;n-1coo14,1,1,1;la;321.2
;;n-1coo16,1,1,1;la;331.2
;;n-1(1[1])coo1;la;311.2
;;n-1(1[1])coo2;la;348.2
;;n-2oh,1,1,1;im44;303,0
;;pyr-2,1;im44;428,0
;;pyr-4,1;im44;371,0
;;im-4,1;i;201.2
;;trz124-2(1[f]),1;i;371.2
;;trz124-2(1[f]),4;i;396.2
;;trz124-2(1[f]),7;i;447.2
;;trz124-2(1[f]),10;i;465.2
;;py-8,1[3],1[5];i;355.2
;;py-8,1[2],2[5];i;360.2
;;py-10,py[4];i;397.2
;;n-2eh,2eh,1,1;i;346.2
;;pyr-a,1;i;330.7
;;pip-4,1,1[3];i;417.2
;;pip-6,1,1[3];i;396.2
;;azp-4,1;i;360.2
;;azp-6,1;i;413.2
;;azp-2o1,1;i;356.2
;;azp-[2o]21,1;i;344.2
;;im-1;hso4;294.1
;;im-4,1;hso4;301.9
;;py-1[4];hso4;254.3
;;n-1;hso4;356.3
;;n-2;hso4;317.65
;;n-3;hso4;307.1
;;n-4;hso4;306.7
;;n-1,1;hso4;282.75
;;n-1,1,1;hso4;346.1
;;n-2,2;hso4;350.5
;;n-2,2,2;hso4;357.4
;;n-2,1,1;hso4;276.5
;;n-4,4;hso4;404.1
;;n-4,4,4;hso4;359.8
;;n-2oh,2oh,2oh;hso4;326.2
;;n-4t;hso4;403.8
;;pyr;hso4;243.2
;;pyr-1;hso4;307.2
;;n-1;hf2;261.4
;;n-2;hf2;276.7
;;n-1,1;hf2;250.3
;;n-10,10,1,1;herbicide-2,4-DP;273.6
;;n-18,1,1,1;herbicide-2,4-DP;261,0
;;n-2oh,1,1,1;herbicide-2,4-DP;392.5
;;n-1;h2po4;370,0
;;n-2;h2po4;394.95
;;n-3;h2po4;418.8
;;n-4;h2po4;386.5
;;n-1,1;h2po4;390.5
;;n-2,2;h2po4;432.2
;;n-4,4;h2po4;371.2
;;n-2o1;h2po4;363.7
;;n-2oh;glyc;379.2
;;n-4,4,4,4;gly;289.2
;;im-2,1;fsa;260.1
;;pyr-3,1;fsa;264.166666666667
;;pyr-4,2;fsa;237.2
;;pyr-2o1,1;fsa;277,0
;;mo-6,1;fsa;307,0
;;p-3,1,1,1;fsa;273.2
;;p-4i,1,1,1;fsa;285.5
;;p-a,1,1,1;fsa;268.2
;;p-1o1,1,1,1;fsa;267.2
;;n-1;for;268.85
;;n-2;for;260.7
;;n-3;for;268.066666666667
;;n-4;for;254.933333333333
;;n-4i;for;299.2
;;n-5;for;285.2
;;n-5i;for;272.2
;;n-1,1;for;260.2
;;n-2,2;for;293.1
;;n-4,4;for;301,0
;;n-2oh;for;191.05
;;n-2oh,2oh,2oh;for;340.45
;;n-2o2oh;for;198.3
;;n-2o1;for;250.8
;;n-2o1,2o1;for;277.8
;;pyr;for;273.5
;;mo;for;279,0
;;mo-2;for;251,0
;;im-2,1;fap;236.2
;;im-6,1;fap;223.2
;;pyr-4,1;fap;277,0
;;im-1,1;dca;307.2
;;im-2,1;dca;255.15
;;im-4,1;dca;267.2
;;im-4,1,1;dca;299.2
;;im-8,1;dca;224.2
;;im-2oh,1;dca;223.2
;;im-11[br]1n3,1;dca;279,0
;;im-2ono2,1;dca;223,0
;;pz-2,1;dca;286.2
;;pz-2o1,1;dca;265.2
;;thz-2;dca;330.2
;;py-2;dca;227.1
;;py-2ono2;dca;333.2
;;py-4,1[3];dca;278,0
;;py-4,1[4];dca;300.3
;;py-4,1[3],1[5];dca;272.2
;;py-8,1[2],2[5];dca;326.2
;;py-2oh;dca;224.3
;;qu-1,1;dca;341.1
;;qu-2,2;dca;410.7
;;n-2,1,1,1;dca;369.5
;;n-4,4,4,1;dca;285.2
;;n-5,2,2,2;dca;266.2
;;n-6,2,2,2;dca;230.2
;;n-6,4,4,4;dca;230.2
;;n-2oh,1,1,1;dca;223.3
;;n-1coo12,1,1,1;dca;331.2
;;n-1coo14,1,1,1;dca;334.2
;;n-1coo16,1,1,1;dca;336.2
;;n-3cn,1,1,1;dca;316.4
;;n-nh2,2,1,1;dca;304.1
;;n-nh2,4,1,1;dca;293.6
;;n-2ono2,1,1,1;dca;223.1
;;pyr-2,1;dca;261.2
;;pyr-3,1;dca;238.2
;;pyr-4,1;dca;218.2
;;pyr-6,1;dca;262.2
;;pyr-2oh,1;dca;223.4
;;pyr-2ono2,1;dca;223.3
;;guad-(4,1),(1,1),(1,1);dca;348.2
;;p-4,2,2,2;dca;278.2
;;p-4,4,4,1;dca;279.1
;;p-5,2,2,2;dca;261.2
;;p-1o1,2,2,2;dca;262.2
;;tht-1;dca;286.2
;;im-1;clo4;430.2
;;im-2;clo4;294.2
;;im-1,1;clo4;337.2
;;im-2,1;clo4;280.2
;;im-4,1;clo4;338.2
;;n-2;clo4;425.1
;;n-1coo12,1,1,1;clo4;357.2
;;n-1coo14,1,1,1;clo4;367.2
;;n-1coo16,1,1,1;clo4;372.2
;;guad-(3,1),(1,1),(1,1);clo4;541.2
;;guad-(4,1),(1,1),(1,1);clo4;408.2
;;cguad-(3,1),1,1;clo4;312.2
;;im-1;cl;345.2
;;im-2;cl;331.2
;;im-1,s4[2];cl;365.2
;;im-1,1;cl;454.2
;;im-2,1;cl;406.7
;;im-4,1;cl;326.2
;;im-6,1;cl;198.2
;;im-8,1;cl;273.2
;;im-a,a;cl;294.7
;;im-3cn,1;cl;363.5
;;n-7,7,7,7;cl;264.2
;;n-2eh,2eh,1,1;cl;357.2
;;n-3cn,1,1,1;cl;352,0
;;pyr-2oh,1;cl;306.2
;;pyr-3oh,1;cl;314.2
;;pip-2o1,1;cl;331.2
;;pip-2oh,1;cl;313.2
;;pip-2oh,2;cl;361.2
;;p-4,4,4,1;cl;293.6
;;p-4,4,4,2;cl;343.3
;;p-4,4,4,4;cl;343.8
;;p-14,4,4,4;cl;312.1
;;p-6,4,4,4;cl;297.4
;;p-8,4,4,4;cl;292.6
;;p-8,8,8,1;cl;362.5
;;p-8,8,8,3;cl;301.8
;;p-12,4,4,4;cl;296,0
;;p-12,8,8,8;cl;243.2
;;p-14,8,8,8;cl;253.2
;;im-2,1;ccn3;259.7
;;n-2,2,2,2;c1c2;342.2
;;n-3,1,1,1;c1c2;292.2
;;n-5,5,5,5;c1c2;298.2
;;pip-3,1;c1c2;269.2
;;p-6,1,1,1;c1c2;313.2
;;im-1;br;314.2
;;im-2;br;333.2
;;im-1,1;br;449.2
;;im-2,1;br;417.2
;;im-14,1;br;327.2
;;im-a,1;br;326.3
;;im-a,3;br;302.7
;;im-11[br]1n3,1;br;290,0
;;trz124-2f,7;br;398.2
;;trz124-2f,10;br;402.2
;;py-4;br;378,0
;;py-4,1[4];br;351.2
;;py-4,1[3],1[5];br;368,0
;;py-1cn;br;433.2
;;py-2cn;br;418.2
;;py-3cn;br;356.2
;;py-1cn,1[3];br;456.2
;;py-1cn,1[4];br;466.2
;;py-1cn,1[2],1[5];br;433.2
;;py-3cn,1[2];br;409.2
;;py-3cn,1[4];br;397.2
;;py-3cn,2[4];br;425.2
;;py-3cn,1[2],1[5];br;415.2
;;py-4,cn[4];br;485.2
;;py-4,cn[3];br;429.2
;;py-6,cn[4];br;469.2
;;py-8,cn[4];br;435.2
;;py-3cn,coo1[3];br;455.2
;;py-4,dma[4];br;495,0
;;py-6,dma[4];br;469,0
;;py-6,1[3],dma[4];br;392,0
;;qu-1,1;br;494.8
;;qu-2,2;br;510.2
;;n-2eh,2eh,1,1;br;363.2
;;pyr-3,1;br;380.2
;;pyr-a,1;br;291.2
;;pip-5,1;br;446.8
;;pip-a,1;br;334.2
