,cation,anion,MP,smiles
900,COCC[N+]1(C)CCOCC1,F[B-](F)(F)C(F)(F)F,274.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)F
901,CCn1cc[n+](C)c1,F[B-]1(F)OC(=O)C(=O)O1,291.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-]1(F)OC(=O)C(=O)O1
902,CC[N+](CC)(CC)CC,F[B-]1(F)OC(=O)C(=O)O1,306.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-]1(F)OC(=O)C(=O)O1
903,CCn1cc[n+](C)c1,F[B-](F)(C#N)C#N,245.6,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(C#N)C#N
904,CCn1cc[n+](C)c1,F[B-](F)(C#N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,237.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(C#N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
905,CCn1cc[n+](C)c1,F[B-](F)(C#N)C(F)(F)C(F)(F)C(F)(F)F,220.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(C#N)C(F)(F)C(F)(F)C(F)(F)F
906,CCn1cc[n+](C)c1,F[B-](F)(C#N)C(F)(F)C(F)(F)F,216.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(C#N)C(F)(F)C(F)(F)F
907,CCn1cc[n+](C)c1,F[B-](F)(C#N)C(F)(F)F,239.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(C#N)C(F)(F)F
908,CCCCn1cc[n+](C)c1,CCCC[C@H](CC)COC(=O)C[C@@H](C(=O)OC[C@@H](CC)CCCC)S([O-])(=O)=O,254.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCCC[C@H](CC)COC(=O)C[C@@H](C(=O)OC[C@@H](CC)CCCC)S([O-])(=O)=O
909,CCn1cc[n+](C)c1,FC(F)(F)[B-](C#N)(C#N)C#N,266.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)[B-](C#N)(C#N)C#N
910,CCn1cc[n+](C)c1,F[As-](F)(F)(F)(F)F,326.0,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[As-](F)(F)(F)(F)F
911,CCCCCCCC[n+]1ccc(C)cc1,F[As-](F)(F)(F)(F)F,281.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[As-](F)(F)(F)(F)F
912,CCC[N+](C)(C)CC,Br[Al-](Br)(Br)Br,390.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.Br[Al-](Br)(Br)Br
913,CCCC[N+](C)(CC)CC,Br[Al-](Br)(Br)Br,364.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.Br[Al-](Br)(Br)Br
914,CCCC[N+](C)(C)CCC,Br[Al-](Br)(Br)Br,338.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.Br[Al-](Br)(Br)Br
915,CCCCC[N+](CC)(CC)CC,Br[Al-](Br)(Br)Br,320.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.Br[Al-](Br)(Br)Br
916,CCCCC[P+](CC)(CC)CC,Br[Al-](Br)(Br)Br,308.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.Br[Al-](Br)(Br)Br
917,C[N+](C)(C)C,C[C@H](N)C([O-])=O,315.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.C[C@H](N)C([O-])=O
918,CCn1cc[n+](C)c1,FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F,304.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F
919,CCn1cc[n+](C)c1C,FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F,312.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F
920,CCCCn1cc[n+](C)c1,FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F,313.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F
921,CCCCn1cc[n+](C)c1C,FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F,273.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F
922,CCCCCC[n+]1ccn(C)c1,FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F,278.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F
923,C[n+]1ccn(CC=C)c1,FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F,285.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F
924,CCCC[n+]1ccccc1,FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F,309.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F
925,CCCC[N+]1(C)CCCC1,FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F,323.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F
926,CCC[N+]1(C)CCCCC1,FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F,342.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F
927,CCCC[N+]1(C)CCOCC1,FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F,304.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F
928,CCCCCCCCCC(=O)OCC[N+](C)(C)COC1CCCCCCCCCCC1,CC1=CC(=O)[N-]S(=O)(=O)O1,360.7,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC1=CC(=O)[N-]S(=O)(=O)O1
929,CCCCCCCCCCCOC[N+](C)(C)CCO,CC1=CC(=O)[N-]S(=O)(=O)O1,307.4,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC1=CC(=O)[N-]S(=O)(=O)O1
930,CCn1cc[n+](C)c1,CC([O-])=O,253.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC([O-])=O
931,CCCCn1cc[n+](C)c1,CC([O-])=O,253.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC([O-])=O
932,CC(C)Cn1cc[n+](CC(C)C)c1,CC([O-])=O,333.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC([O-])=O
933,CC[NH3+],CC([O-])=O,360.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC([O-])=O
934,CC[NH2+]CC,CC([O-])=O,320.7,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC([O-])=O
935,CCCC[N+](CC)(CC)CC,CC([O-])=O,300.9,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC([O-])=O
936,CCCC[NH2+]CCCC,CC([O-])=O,318.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC([O-])=O
937,[NH3+]CCO,CC([O-])=O,202.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC([O-])=O
938,OCC[NH+](CCO)CCO,CC([O-])=O,261.25,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC([O-])=O
939,[NH3+]CCOCCO,CC([O-])=O,212.4,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC([O-])=O
940,C[N+](C)(C)CCO,CC([O-])=O,345.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC([O-])=O
941,CC[N+](C)(C)CCOC,CC([O-])=O,309.3,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC([O-])=O
942,COCC[N+](C)(C)CCOC,CC([O-])=O,312.9,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC([O-])=O
943,CCOCC[N+](C)(C)CCOC,CC([O-])=O,304.3,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC([O-])=O
944,CCOCC[N+](C)(C)CCOCC,CC([O-])=O,307.5,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC([O-])=O
945,COCC[NH2+]CCOC,CC([O-])=O,279.1,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC([O-])=O
946,C1CC[NH2+]C1,CC([O-])=O,286.05,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC([O-])=O
947,CC[NH3+],CCCCCCCC([O-])=O,269.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCCCCCCC([O-])=O
948,CCCC[NH3+],CCCCCCCC([O-])=O,258.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCCCCCCC([O-])=O
949,[NH3+]CCO,CCCCCCCC([O-])=O,306.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCCCCCCC([O-])=O
950,C1CC[NH2+]C1,CCCCCCCC([O-])=O,233.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCCCCCCC([O-])=O
951,[NH3+]CCO,CCCCCCCCCCCCCCCCCC([O-])=O,348.7,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCCCCCCCCCCCCCCCCC([O-])=O
952,OCC[NH2+]CCO,CCCCCCCCCCCCCCCCCC([O-])=O,331.7,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCCCCCCCCCCCCCCCCC([O-])=O
