,cation,anion,MP,smiles
761,CCn1cc[n+](C)c1,F[B-](C#N)(C#N)C#N,265.4,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](C#N)(C#N)C#N
762,CCn1cc[n+](C)c1,F[B-](C#N)(C#N)C(F)(F)C(F)(F)F,252.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](C#N)(C#N)C(F)(F)C(F)(F)F
763,CCn1cc[n+](C)c1,F[B-](C#N)(C#N)C(F)(F)F,243.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](C#N)(C#N)C(F)(F)F
764,[nH+]c[nH]1,F[B-](F)(F)F,404.4,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
765,Cn1cc[nH+]c1,F[B-](F)(F)F,309.6,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
766,Cn1cc[n+](C)c1,F[B-](F)(F)F,304.5,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
767,CCn1cc[n+](C)c1,F[B-](F)(F)F,288.15,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
768,CCC[n+]1ccn(C)c1,F[B-](F)(F)F,256.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
769,CCC[n+]1ccn(C)c1C,F[B-](F)(F)F,256.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
770,CCCCn1cc[n+](C)c1,F[B-](F)(F)F,191.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
771,CCCCn1cc[n+](C)c1C,F[B-](F)(F)F,310.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
772,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,191.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
773,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,194.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
774,CCCCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,248.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
775,C[n+]1ccn(CC=C)c1,F[B-](F)(F)F,192.1,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
776,C\C=C\C[n+]1ccn(C)c1C,F[B-](F)(F)F,217.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
777,Cc1cc(C)[n+](C)n1-c1ccccc1,F[B-](F)(F)F,418.4,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
778,CCCC[n+]1c(C)cc(C)n1-c1ccccc1,F[B-](F)(F)F,340.8,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
779,CCCCCCC[n+]1c(C)cc(C)n1-c1ccccc1,F[B-](F)(F)F,329.5,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
780,CCCC[n+]1ccccc1,F[B-](F)(F)F,272.0,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
781,CCCC[n+]1ccccc1C,F[B-](F)(F)F,301.3,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
782,CCCCCCCC[n+]1cc(C)cc(C)c1,F[B-](F)(F)F,329.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
783,Cc1cc2cccc[n+]2cc1C,F[B-](F)(F)F,388.7,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
784,CCc1cc2cccc[n+]2cc1CC,F[B-](F)(F)F,459.6,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
785,C[NH3+],F[B-](F)(F)F,461.0,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
786,CC[NH3+],F[B-](F)(F)F,425.6,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
787,CCCC[NH3+],F[B-](F)(F)F,471.4,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
788,CC[NH+](CC)CC,F[B-](F)(F)F,377.5,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
789,CCC[N+](C)(CC)CC,F[B-](F)(F)F,459.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
790,CCCC[N+](C)(CC)CC,F[B-](F)(F)F,438.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
791,CCCC[NH2+]CCCC,F[B-](F)(F)F,486.0,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
792,[NH3+]CCO,F[B-](F)(F)F,273.7,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
793,COCC[N+](C)(C)C,F[B-](F)(F)F,327.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
794,CC[N+](C)(C)CCOC,F[B-](F)(F)F,279.1,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
795,CC[N+](C)(CC)CCOC,F[B-](F)(F)F,281.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
796,CC[N+](CC)(CC)CCOC,F[B-](F)(F)F,329.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
797,COCC[N+](C)(C)CCOC,F[B-](F)(F)F,309.1,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
798,CCOCC[N+](C)(C)CCOC,F[B-](F)(F)F,279.6,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
799,CCCCCCOC(=O)C[N+](C)(C)C,F[B-](F)(F)F,331.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
800,CCCCCCCCCCCCOC(=O)C[N+](C)(C)C,F[B-](F)(F)F,362.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
801,CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C,F[B-](F)(F)F,369.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
802,CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C,F[B-](F)(F)F,377.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
803,CCCC[N+](CCCC)(CCCC)CC(=O)OCC,F[B-](F)(F)F,327.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
804,C[N+](C)(C)CCCC#N,F[B-](F)(F)F,334.1,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
805,COC(=O)[C@@H](C)[NH3+],F[B-](F)(F)F,255.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
806,CC(C)(C)[NH3+],F[B-](F)(F)F,391.5,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
807,C[NH+]1CCCC1,F[B-](F)(F)F,240.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
808,CCCC[N+]1(C)CCCC1,F[B-](F)(F)F,423.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
809,COC[N+]1(C)CCCC1,F[B-](F)(F)F,255.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
810,COCC[N+]1(C)CCCC1,F[B-](F)(F)F,285.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
811,C[NH+]1CCCCC1,F[B-](F)(F)F,298.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
812,CCCC[N+]1(C)CCCCC1,F[B-](F)(F)F,419.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
813,CCCC[N@+]1(C)CCOC1,F[B-](F)(F)F,261.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
814,C[NH+]1CCOCC1,F[B-](F)(F)F,302.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
815,CC[NH+]1CCOCC1,F[B-](F)(F)F,294.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
816,CCCC[N+]1(C)CCOCC1,F[B-](F)(F)F,339.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
817,COCC[N+]1(C)CCOCC1,F[B-](F)(F)F,358.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
818,CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,F[B-](F)(F)F,295.6,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F
819,CCn1cc[n+](C)c1,CCCCC[B-](F)(F)F,289.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCCCC[B-](F)(F)F
820,Cn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,308.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
821,CCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,269.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
822,CCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,261.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
823,CCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,327.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
824,CCCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
825,COCC[N+](C)(C)C,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
826,CC[N+](C)(C)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,245.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
827,CC[N+](CC)(CC)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,284.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
828,CCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,350.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
829,CCCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,334.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
830,COCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,260.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
831,CCCC[N+]1(C)CCCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,365.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
832,COCC[N+]1(C)CCCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,293.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
833,CCCC[N@+]1(C)CCOC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,327.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
834,COCC[N@+]1(C)CCOC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,291.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
835,CCCC[N+]1(C)CCOCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,349.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
836,COCC[N+]1(C)CCOCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,399.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
837,CCn1cc[n+](C)c1,CCCC[B-](F)(F)F,264.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCCC[B-](F)(F)F
838,CCCCn1cc[n+](C)c1,C[C@@H](CC#N)[B-](F)(F)F,188.7,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.C[C@@H](CC#N)[B-](F)(F)F
839,C[n+]1ccn(CC=C)c1,C[C@@H](CC#N)[B-](F)(F)F,184.0,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.C[C@@H](CC#N)[B-](F)(F)F
840,C=CCn1cc[n+](CC=C)c1,C[C@@H](CC#N)[B-](F)(F)F,185.9,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.C[C@@H](CC#N)[B-](F)(F)F
841,C[n+]1ccn(CC#C)c1,C[C@@H](CC#N)[B-](F)(F)F,192.8,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.C[C@@H](CC#N)[B-](F)(F)F
842,C#CCn1cc[n+](CC#C)c1,C[C@@H](CC#N)[B-](F)(F)F,218.1,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.C[C@@H](CC#N)[B-](F)(F)F
843,Cn1cc[n+](CCCC#N)c1,C[C@@H](CC#N)[B-](F)(F)F,196.6,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.C[C@@H](CC#N)[B-](F)(F)F
844,N#CCCCn1cc[n+](CCCC#N)c1,C[C@@H](CC#N)[B-](F)(F)F,203.4,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.C[C@@H](CC#N)[B-](F)(F)F
845,C[n+]1ccn(CCCC(O)=O)c1,C[C@@H](CC#N)[B-](F)(F)F,214.6,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.C[C@@H](CC#N)[B-](F)(F)F
846,Cn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,284.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
847,CCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,281.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
848,CCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,268.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
849,CCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,330.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
850,CCCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
851,COCC[N+](C)(C)C,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,296.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
852,CC[N+](CC)(CC)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,279.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
853,CCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,352.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
854,CCCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,326.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
855,COCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,279.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
856,CCCC[N+]1(C)CCCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,354.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
857,COCC[N+]1(C)CCCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,264.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
858,CCCC[N@+]1(C)CCOC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,326.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
859,COCC[N@+]1(C)CCOC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,283.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
860,CCCC[N+]1(C)CCOCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,342.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
861,CCn1cc[n+](C)c1,CCC[B-](F)(F)F,259.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCC[B-](F)(F)F
862,CCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)OC(F)(F)F,243.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)OC(F)(F)F
863,CCCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)OC(F)(F)F,289.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)OC(F)(F)F
864,CCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)OC(F)(F)F,298.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)OC(F)(F)F
865,Cn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,300.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
866,CCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,274.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
867,CCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,231.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
868,CCCCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,231.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
869,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,263.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
870,COCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,252.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
871,COCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,264.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
872,CCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)F,327.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
873,CCCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)F,288.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
874,COCC[N+](C)(C)C,F[B-](F)(F)C(F)(F)C(F)(F)F,303.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
875,CC[N+](C)(C)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)F,240.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
876,CC[N+](CC)(CC)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)F,276.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
877,CCCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)F,295.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
878,COC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)F,299.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
879,COCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)F,270.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
880,CCCC[N+]1(C)CCCCC1,F[B-](F)(F)C(F)(F)C(F)(F)F,314.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
881,COCC[N+]1(C)CCCCC1,F[B-](F)(F)C(F)(F)C(F)(F)F,258.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
882,CCCC[N@+]1(C)CCOC1,F[B-](F)(F)C(F)(F)C(F)(F)F,269.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
883,COCC[N@+]1(C)CCOC1,F[B-](F)(F)C(F)(F)C(F)(F)F,274.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)C(F)(F)F
884,Cn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)F,288.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)F
885,CCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)F,252.7,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)F
886,CCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)F,252.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)F
887,COCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)F,290.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)F
888,COCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)F,275.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)F
889,CCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)F,368.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)F
890,CCCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)F,270.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)F
891,COCC[N+](C)(C)C,F[B-](F)(F)C(F)(F)F,350.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)F
892,CC[N+](C)(C)CCOC,F[B-](F)(F)C(F)(F)F,281.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)F
893,CC[N+](C)(CC)CCOC,F[B-](F)(F)C(F)(F)F,251.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)F
894,CC[N+](CC)(CC)CCOC,F[B-](F)(F)C(F)(F)F,283.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)F
895,CCCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)F,255.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)F
896,COC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)F,269.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)F
897,COCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)F,257.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)F
898,CCCC[N+]1(C)CCCCC1,F[B-](F)(F)C(F)(F)F,285.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)F
899,COCC[N+]1(C)CCCCC1,F[B-](F)(F)C(F)(F)F,257.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)C(F)(F)F
